sp   ,dp   ,pr,fwd,stos,ipkt ,ibyt    ,opkt,obyt,sas,das,dtos,dir,ts_month,ts_day,ts_hour,ts_minute,ts_second,ts_msecond,te_month,te_day,te_hour,te_minute,te_second,te_msecond,tr_month,tr_day,tr_hour,tr_minute,tr_second,tr_msecond,sa1,sa2,sa3,sa4,da1,da2,da3,da4,flg_ACK,flg_PSH,flg_RST,flg_SYN,flg_FIN,sp_is_privileged,dp_is_privileged
443  ,58050,1 ,0  ,0   ,3    ,314     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,42 ,157,138,164,71 ,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,55967,2 ,0  ,0   ,32   ,4879    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,98 ,157,138,20 ,97 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,60619,1 ,0  ,0   ,8    ,592     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,92 ,122,125,90 ,157,138,185,173,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,53928,2 ,0  ,0   ,116  ,11423   ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,46 ,157,138,20 ,37 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,54590,1 ,0  ,0   ,70   ,10107   ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,46 ,157,138,164,255,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,60617,1 ,0  ,0   ,8    ,592     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,92 ,122,125,90 ,157,138,185,173,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,52195,1 ,0  ,0   ,8    ,540     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,52 ,98 ,168,178,157,138,107,102,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,51708,1 ,0  ,2   ,9    ,7205    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,13 ,89 ,178,27 ,157,138,10 ,49 ,1      ,1      ,0      ,1      ,0      ,1               ,0
5223 ,53080,1 ,0  ,0   ,5    ,354     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,56       ,3        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,80 ,158,47 ,9  ,157,138,187,83 ,1      ,1      ,0      ,1      ,0      ,0               ,0
443  ,45060,1 ,0  ,0   ,4    ,1400    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,157,240,231,34 ,157,138,186,235,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,55349,1 ,0  ,8   ,3    ,150     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,198,47 ,127,18 ,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,50126,1 ,0  ,0   ,8    ,1080    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,162,125,69 ,13 ,157,138,187,122,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,42784,2 ,0  ,0   ,13   ,3207    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,180,170,157,138,20 ,97 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,55447,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,10 ,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,55364,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,8  ,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,59036,1 ,0  ,4   ,18   ,8259    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,17 ,36 ,202,111,157,138,186,253,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,57912,1 ,0  ,0   ,28   ,25145   ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,52 ,109,28 ,62 ,157,138,166,136,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,49363,1 ,0  ,0   ,2    ,100     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,56       ,4        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,52 ,111,231,2  ,157,138,165,209,1      ,0      ,0      ,0      ,0      ,1               ,0
443  ,38456,1 ,0  ,8   ,7    ,4407    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,5        ,0         ,8       ,31    ,14     ,56       ,5        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,130,44 ,212,236,157,138,186,232,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,62584,1 ,0  ,0   ,25   ,23328   ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,5        ,0         ,8       ,31    ,14     ,56       ,5        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,130,186,6  ,191,157,138,24 ,29 ,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,42330,1 ,0  ,0   ,10   ,6298    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,5        ,0         ,8       ,31    ,14     ,56       ,5        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,35 ,186,228,49 ,157,138,22 ,6  ,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,60607,1 ,0  ,0   ,7    ,575     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,6        ,0         ,8       ,31    ,14     ,56       ,6        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,35 ,157,138,110,226,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,59763,2 ,0  ,0   ,13   ,3202    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,6        ,0         ,8       ,31    ,14     ,56       ,6        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,110,157,138,187,142,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,59962,1 ,0  ,0   ,106  ,104188  ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,204,79 ,197,203,157,138,165,152,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,52523,2 ,0  ,0   ,17   ,3460    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,180,170,157,138,20 ,97 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,59961,1 ,0  ,0   ,14   ,8134    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,204,79 ,197,200,157,138,165,152,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,56676,1 ,0  ,0   ,3    ,156     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,106,157,138,165,103,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,55285,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,180,161,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,55353,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,104,17 ,208,240,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,48152,1 ,0  ,0   ,8    ,5976    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,6  ,157,138,166,219,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,48156,1 ,0  ,0   ,8    ,5977    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,6  ,157,138,166,219,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,48653,2 ,0  ,0   ,18   ,5169    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,157,240,231,15 ,157,138,184,79 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,50984,2 ,0  ,0   ,9    ,2916    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,42 ,157,138,24 ,38 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,50546,1 ,0  ,0   ,3    ,223     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,74 ,157,138,10 ,152,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,48154,1 ,0  ,0   ,8    ,5976    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,6  ,157,138,166,219,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,55336,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,35 ,186,194,101,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,48158,1 ,0  ,0   ,8    ,5975    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,6  ,157,138,166,219,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,48160,1 ,0  ,0   ,8    ,5976    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,56       ,7        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,251,209,6  ,157,138,166,219,1      ,1      ,0      ,1      ,1      ,1               ,0
993  ,61833,1 ,0  ,4   ,7    ,392     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,17 ,42 ,251,32 ,157,138,167,195,1      ,0      ,0      ,0      ,0      ,1               ,0
443  ,50471,1 ,0  ,0   ,9    ,4690    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,34 ,120,243,77 ,157,138,184,70 ,1      ,1      ,0      ,1      ,1      ,1               ,0
5223 ,58519,1 ,0  ,4   ,12   ,1464    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,17 ,57 ,146,24 ,157,138,166,193,1      ,1      ,0      ,0      ,0      ,0               ,0
443  ,56839,1 ,0  ,4   ,10   ,7003    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,173,243,143,6  ,157,138,138,70 ,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,63316,1 ,0  ,0   ,9    ,7154    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,20 ,50 ,73 ,10 ,157,138,165,195,1      ,1      ,0      ,1      ,0      ,1               ,0
993  ,62080,1 ,0  ,0   ,51   ,16170   ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,173,194,79 ,109,157,138,184,251,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,50473,1 ,0  ,0   ,11   ,4820    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,56       ,8        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,34 ,149,211,227,157,138,184,70 ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,55145,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,180,130,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,59613,2 ,0  ,0   ,14   ,3591    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,35 ,157,138,164,172,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,59780,1 ,0  ,0   ,3    ,168     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,188,172,233,166,157,138,110,195,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,50086,1 ,0  ,0   ,2    ,143     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,35 ,155,105,35 ,157,138,187,122,1      ,1      ,0      ,0      ,0      ,1               ,0
5223 ,59454,1 ,0  ,4   ,6    ,336     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,17 ,57 ,146,175,157,138,187,236,1      ,0      ,0      ,0      ,0      ,0               ,0
443  ,49314,1 ,0  ,0   ,11   ,1452    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,34 ,158,0  ,131,157,138,176,193,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,53293,1 ,0  ,0   ,3    ,262     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,162,125,19 ,131,157,138,24 ,28 ,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,57924,1 ,0  ,0   ,17   ,7151    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,52 ,97 ,201,242,157,138,166,136,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,65423,1 ,0  ,0   ,9    ,1001    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,130,186,6  ,191,157,138,24 ,24 ,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,52859,1 ,0  ,0   ,3    ,168     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,56       ,9        ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,188,172,246,166,157,138,106,83 ,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,55306,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,104,19 ,150,54 ,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,55315,1 ,0  ,4   ,3    ,174     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,104,244,42 ,5  ,157,138,110,129,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,55277,1 ,0  ,0   ,4    ,224     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,146,75 ,60 ,95 ,157,138,110,129,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,50940,1 ,0  ,4   ,3    ,175     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,140,82 ,113,25 ,157,138,166,245,1      ,1      ,0      ,0      ,0      ,1               ,0
443  ,59977,2 ,0  ,0   ,17   ,5867    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,35 ,186,224,25 ,157,138,165,152,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,55273,1 ,0  ,0   ,4    ,224     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,146,75 ,60 ,95 ,157,138,110,129,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,56979,1 ,0  ,0   ,86   ,108054  ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,54 ,154,255,62 ,157,138,35 ,213,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,55135,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,110,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,55311,1 ,0  ,0   ,4    ,231     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,146,75 ,60 ,157,157,138,110,129,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,46596,1 ,0  ,0   ,11   ,7029    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,157,240,231,35 ,157,138,166,219,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,55274,1 ,0  ,0   ,4    ,224     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,146,75 ,60 ,95 ,157,138,110,129,1      ,1      ,0      ,0      ,1      ,1               ,0
443  ,55352,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,56       ,10       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,172,67 ,23 ,100,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
5223 ,58642,1 ,0  ,4   ,9    ,512     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,17 ,57 ,146,23 ,157,138,166,229,1      ,0      ,0      ,1      ,0      ,0               ,0
443  ,55908,2 ,0  ,0   ,33   ,7178    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,180,174,157,138,166,129,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,55305,1 ,0  ,0   ,3    ,156     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,13 ,107,21 ,200,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
993  ,51239,1 ,0  ,0   ,20   ,3132    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,108,177,126,109,157,138,24 ,91 ,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,55324,1 ,0  ,0   ,2    ,106     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,34 ,107,254,252,157,138,110,129,1      ,0      ,0      ,0      ,1      ,1               ,0
443  ,55863,1 ,0  ,0   ,7    ,6559    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,56       ,11       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,52 ,109,12 ,18 ,157,138,130,65 ,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,61193,1 ,0  ,0   ,9    ,5392    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,20 ,44 ,10 ,122,157,138,138,137,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,55658,2 ,0  ,0   ,160  ,196614  ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,184,35 ,157,138,164,3  ,0      ,0      ,0      ,0      ,0      ,1               ,0
443  ,62840,1 ,0  ,0   ,12   ,913     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,142,250,180,170,157,138,107,108,1      ,1      ,1      ,0      ,1      ,1               ,0
443  ,62590,1 ,0  ,0   ,9    ,867     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,130,186,6  ,191,157,138,24 ,29 ,1      ,1      ,0      ,1      ,1      ,1               ,0
443  ,52229,1 ,0  ,0   ,11   ,2240    ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,31 ,13 ,86 ,36 ,157,138,166,229,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,62595,1 ,0  ,0   ,8    ,772     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,130,186,6  ,97 ,157,138,24 ,29 ,1      ,1      ,0      ,1      ,1      ,1               ,0
993  ,54099,1 ,0  ,0   ,42   ,10218   ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,173,194,79 ,109,157,138,165,235,1      ,1      ,0      ,1      ,0      ,1               ,0
443  ,54083,1 ,0  ,0   ,5    ,280     ,0   ,0   ,0  ,0  ,0   ,0  ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,56       ,12       ,0         ,8       ,31    ,14     ,57       ,1        ,0         ,3  ,230,130,186,157,138,187,230,1      ,0      ,0      ,1      ,0      ,1               ,0
