0,1,2,3,4,5,6,7,outlier
-70530.90949249339,-19838.163006578423,-3330.3426263852193,102.88434224793772,-49.3019152820682,79.6044079257239,-0.2788768456275083,2.8634727816267858,0
-64282.3183839318,-21495.356396706193,-5016.70765342585,-13.666708262008312,6.8425438441840125,35.691494678404986,16.75203748680868,-45.09667062517051,0
-69769.22595137097,-18341.0827874286,-1815.8508178398495,37.97143358546833,147.21053948109423,-33.47036600459935,7.583935809288025,-47.065707085298605,0
14770594.479408197,5534.148070732766,1623.6696633652787,-52.12791417838533,127.22740225617852,226.8267106372366,1539.2996322286804,-3.711065053564147,0
-69949.8892950775,-17871.317008459882,-2122.366164868675,32.01580025833815,-68.02134624264276,-4.989105494856948,16.540610692753646,59.9162540964593,0
-70493.76441277793,-11559.120066720952,5050.918195782485,172.61734082332097,-11.521158685842956,-113.53028751283789,3.9005993701573645,-0.7174961537757633,0
9428595.73167236,-1188.1233680112587,2280.34808482949,40.539255257701655,-75.02441674605805,-0.6831480042122818,-1027.027743047423,-1.6891738585270022,1
-70480.98929763415,-19786.080962820102,-3277.57368922743,-41.34719099609988,-41.536022467875355,162.02355001641212,-19.251102179557883,-48.989147620085774,0
-63968.74376306573,-20568.625589386815,-4078.776863955818,-106.264749106824,32.82902381136981,102.16748300481206,6.227602593009383,-15.968280705289228,0
-64840.75309186471,-16057.06406135339,490.14938058067315,-110.31477835032327,-56.49976080193382,-12.187272987695115,26.8770994644728,12.760775492335394,0
95578.55806023022,-14176.212484990727,2170.145872834118,-68.005494909731,50.636093504555596,-22.448191044899275,1.5260287185457926,59.82338973054122,0
-70282.65737530097,-14202.633531918656,2374.769146036727,100.00619993247132,118.32654070341897,132.64738785923961,-16.939573946275605,-41.98556148685068,0
-68789.50462799004,-8760.549404287915,1082.2062120884991,-142.57191252227915,43.44496322496744,-13.34294379083037,10.308180693588897,31.900008682844877,0
-65325.141435646794,-19035.038188701812,-2524.378868107494,-40.750915299325406,-129.71239904781103,93.95853211976326,-1.7312626558208979,24.637093359679973,0
-67042.04840598284,-12607.834572074365,3202.3448299636007,-22.868387182809375,90.04162982806979,37.0059448372873,10.610513193403795,-77.91999546573408,0
-70597.51640141197,-16871.513925110627,-326.6655395309039,43.809332064201406,57.593353637496755,-78.80926815358643,5.132774327185987,98.80704989876791,0
-69950.34436596293,-4739.438920405929,11955.566660509952,-132.86312258007013,1.6902288390876785,-80.76006862930458,13.693659864911774,35.45006828508056,0
-60315.24097165179,-11236.532641888392,5363.931853003822,-96.67383063514674,-50.46926641021798,40.520619826322196,-6.626412821169235,-45.00809818385577,0
-67682.60177347982,-14870.72527861778,1694.9711273919413,-117.5007926361222,10.22527656961374,-38.39476848933609,13.157369474268492,-25.258875437339135,0
-64179.81744657206,-12161.403084666239,4432.949905238478,-48.38027309962121,-112.8171316386891,-78.99950300833733,3.39074693769221,62.371127630639876,0
-70368.52112588435,-11069.40023291746,5547.295653419036,-5.825700440554853,-0.4938959483580918,-54.56042879295587,6.823475906103802,49.170508531275246,0
-30673.291073098942,-233.34085045165503,16462.18528157827,209.625827399011,6.807063507669725,83.14993484184707,-6.441636415526438,33.288238323709386,0
-70436.99128144523,63338.23490317173,-886.2380247364566,9.690056070159809,-74.37598997415738,-56.9807936883459,17.642718743892992,139.32830467264685,0
-70549.28102693328,-11870.094591247893,4736.843958867332,-15.6841739357361,105.45951663602291,73.26624469149468,-11.462471938736902,-53.05965917650044,0
-67850.33132893124,-19591.54381739314,-2567.7463495636,-75.16625558572088,-41.386442985027195,-47.20509137722182,3.0093484556247208,-2.1227296690324278,0
-70483.61700691075,-14873.472846703964,1696.2656939383714,-105.99390973383736,112.0570624318363,106.44761505874574,-23.530275538955383,-20.654647483717504,0
-70393.81162616622,32046.938326380678,30021.21326803041,-11.78994118494674,54.67014956324567,123.61508535250714,-30.640104877806017,42.42250956278741,0
-63504.83499868969,-14082.536571139555,2486.991561602494,38.871354914205206,132.4931235862384,-86.21675852855958,-0.19876124727852199,83.0916792963156,0
-63887.51265522842,-12352.895701259336,4238.591595773619,-50.96540628691144,38.316781613200256,-35.390476842924286,14.40561868129139,-148.17026458067508,0
-59509.06717848755,-11996.49112112375,4593.244405645282,139.6236880664043,79.19190335340616,-2.358814899963107,-0.6965173998655539,61.87155814900745,0
-67486.43088630009,-18208.475204496215,-1684.3801164363667,-119.70868788060517,-6.781617635626399,-44.799685602999666,6.795227569984675,1.0519288753429235,0
-68867.20080953394,-2899.462700641385,13816.807714965742,-102.85197177725377,53.53896333684602,15.90064375432385,-0.6759583551971152,-12.307583723912478,0
-70078.40822649056,-19517.107974374805,-3006.068303606209,146.20961275002236,45.29545027144312,23.11218075833297,0.4977496319628687,35.19891050225533,0
-70596.87056862439,-17288.105234009923,-748.6265338437344,147.0075363265391,68.75351960371016,89.17094986092451,-7.324330955335197,5.670872162705419,0
-63655.86048509846,-21151.42422908599,-4669.404559987597,44.18116277714545,85.47037407196734,89.0921112515304,-16.92703714011706,70.61544773354792,0
-51049.65099938436,-16754.25988712717,-235.21430106983422,-2.262319611342878,37.94846567825707,-53.1719289980526,18.693004936746114,68.89209283182156,0
-70176.93715391874,-15131.263337555716,-1781.6975620741568,36.2432598001342,-136.63262369202607,-0.6904537532223176,-0.7060493310876111,-15.305869640386858,0
-64410.5869630319,-5869.521177862134,10803.332028661935,-43.78344499738632,-106.68378074097586,-86.72116371396677,4.419790752063646,59.42830980709449,0
-70390.06578681072,-21024.78176197223,-4532.0925932915525,50.62426782364096,-40.043640629921285,-30.324634682112656,-9.973500916831023,95.20412291199928,0
-65142.45145406227,-8532.019075546339,8109.152282808371,-131.09596388200447,-75.1289547471163,-90.75429778599235,16.306987418979258,45.607663901035025,0
-65301.58173412235,-14882.770949272683,1679.7610982318993,-96.5748696998435,-104.0762713626945,40.997457021575315,21.495508805735657,23.23135747881592,0
-70246.35758675174,-12463.439212613177,4135.916098738304,-127.89620360309435,-86.13582219840684,-42.84720200116936,2.8492774667372553,30.012185485112088,0
-70484.08725165944,-14571.02961915338,2001.8574172256294,-10.93381094383178,-119.34160728082188,-4.102513244499213,2.912101444627721,-168.94111974320654,0
-67784.38322264663,-18883.52741424536,-2367.371009932776,-116.14026538495489,63.86031800572148,39.70709278557277,-7.436859714114616,-5.2654884665777155,0
-62289.90959079187,-13389.714826808311,3186.4052816866083,96.34957282011267,-83.38395589858509,-72.58177800878812,4.330482751081413,32.891137897568235,0
-60005.09427341826,-13908.169426903856,2659.077019924322,-115.33528322624713,-34.45000300395325,-98.40695898696201,20.34588305945163,105.29483534438488,0
-65072.298152937685,-21511.27831443043,-5031.671120547714,-78.49861468416488,145.35166292721343,13.642595522574629,-11.347525129525376,44.08580713326699,0
-65149.616711946845,-20018.016981594188,-3520.0903508094043,101.90657233722392,-30.762765409189857,-99.91801358741748,30.523860394643666,1.6268491580069042,0
-60941.525716515665,-11056.99230975161,5546.6870881373525,-5.783146898177212,-0.5295942125800095,-54.66943471308455,7.36678124060164,49.5977647015038,0
14855.308623896013,-17960.64670505974,-1548.4953669682636,-120.31461060985876,12.008377538210956,-42.58450146578511,5.230505459525385,1.9795642163269171,0
-62330.91446012384,-14672.472385835237,1888.340653315281,87.58639401069426,-21.941470374555117,68.24003187668302,2.3482120161320297,152.2918659365756,0
-59928.89326599516,-11461.674533909945,5135.622473243382,11.462001723950777,-77.79650144495872,-65.49754181146066,17.767701863902808,89.07933038693427,0
-70481.63506339704,-16150.146965137046,403.4212574395345,-105.74756656307594,44.417165144714495,67.41902055411597,-28.104038567435946,-57.85680507404787,0
-70331.24860885834,-11245.5220331736,5368.426425728041,39.57058749463259,-19.762018437018416,-78.71241624390218,-0.04892832334475357,-40.850273831860314,0
-70192.89502218047,29763.76405242042,34975.04028955378,88.43230943165182,-75.99189238193016,-107.31106764773516,9.940768099106132,27.424782238891467,0
-67710.1705851739,-15139.849965142028,1422.5461175156129,-106.89934346359433,-47.91436341180014,16.50526012516016,26.36308198708703,-24.096208663345084,0
-70035.84974465468,-21164.244860582545,-4673.85910595874,132.4953685278009,119.86499468596914,-74.14262558744095,0.7035452232318649,50.87907676523759,0
-60918.964203512805,-12056.967099617053,4534.292828568948,21.443331424282952,58.7230726181201,28.646180619936448,7.294595513664586,85.8150446237291,0
-65258.01200637485,-19122.071939682835,-2613.0514491758904,177.08278317536352,34.626748627984725,12.668999154992644,5.937887757291827,-23.19821408162627,0
-64778.01042336432,-19120.826634298537,-2612.076206255759,-37.85967670667906,44.52388609071072,-78.04454765333678,6.047555376514354,37.26574406149063,0
-70197.91494389958,-17855.553838340613,-2106.033950592692,46.57895657309087,-40.34634743455836,-94.36393022337461,17.055459301751696,187.5475681780046,0
-69461.96063910022,-19159.17575805253,-2644.715493144928,104.74383459009263,-59.81322855502252,-107.07060378377565,21.26084448782895,-20.60781272385799,0
-68729.7149403643,-11582.170992696734,5026.00685158286,-113.51338037573231,-22.27095712715107,-54.25757493930546,17.735580946830407,1.4327512673101972,0
-69604.38739676499,-13728.877436516761,2853.842000252466,-141.98907820145618,121.06482491371402,-3.331877735151566,-10.58156556847628,9.836696284957172,0
-61846.088234067014,-13913.672909418261,2656.1147743798415,-110.57946823881025,-40.50478138913529,-62.55410737818029,18.015460469220763,108.88083057635582,0
-61845.08932657702,-13912.968718469647,2656.826319362908,-110.57891736610001,-40.50414283655501,-62.55503066104886,18.01475961450191,108.88046742274246,0
-65921.72951672331,-11574.51202206006,5029.598597074084,36.15908219021669,-10.685492287539818,-25.304091180860645,19.117511424388336,-28.45260703142287,0
-65971.72779045225,-11576.043001401267,5028.392258606625,-7.16525952001551,-0.054312378415000084,-39.88340340826981,7.836811237394749,142.5411533806109,0
-70387.30715182454,27332.859584948164,34676.79775604643,116.49870831543035,127.46192975564286,-132.90434147893862,-0.8685028809519433,-104.22485397854797,0
-70430.57497584535,58688.16755374988,3706.7317547608836,16.983509411914397,124.86559190709237,62.99597290257213,-15.511083115804352,97.88320965024774,0
-65915.73034210353,-11573.852850628386,5030.531584434973,-7.19627978477587,0.008834120002214537,-39.79898895957487,8.778501779341182,142.53652237327665,0
-61846.087142954166,-13914.37563505789,2655.403315669069,-110.57998427324229,-40.50547092424305,-62.553255592462854,18.015372768136704,108.88119652081792,0
-70311.61098605346,-16808.424651279933,-263.51677441041664,168.71050569643964,59.627493975233875,-52.88230752673234,10.437548654977787,45.60730483996008,0
-65311.257582725775,-20246.655758464465,-3750.9039082642407,7.073778726168396,-7.864851941648955,88.48508708411403,2.8778501551320663,96.74964809833104,0
-65997.73325537972,-11573.25027821555,5031.381955565152,6.18361599401325,-27.716705235462836,109.04658986140717,-2.809809028246303,120.63140004804549,0
-65997.72998204122,-11575.358455134448,5029.247579432838,6.182067890717131,-27.71877384078618,109.04914521855925,-2.8100721314983654,120.63249788143173,0
-69856.44962682799,-12398.851789018965,4200.570544202939,-135.3904007049098,-52.79915968191228,-81.43766918434409,6.927811251092327,1.450812418948608,0
-70241.07119457546,-21019.142411046963,-4526.350730716077,27.01660178696353,65.0617166891125,5.5963153031399235,2.161318997706318,20.19285034711921,0
-69519.900710565,-21769.29340591923,-5286.648276992908,-131.760120590807,-83.07204588494406,-53.623043431973414,12.34215677243398,13.848683433434786,0
-70611.04315341574,-12023.451097029314,4582.0464010805,-76.1406774654428,-61.63886382337976,27.938404918919176,1.4125925002553354,87.6986183077912,0
-65562.97389499634,-3043.4884831448653,13666.159326259723,160.33123560214716,-45.39239345888484,91.7017635815401,10.889265708902844,71.80354405797287,0
-70646.32988270312,23548.436002151073,41225.59174147811,45.173353879774055,51.577485098252666,-133.3162990937871,10.29121414699112,-161.90736942413986,0
-64309.71337907748,8.248994743761918,16753.854275610836,-51.25856971323977,91.04042281368582,-59.53418497566926,-17.90278292750535,18.3264432976035,0
-69413.88767297818,-17871.86155003534,-2123.7535039634745,37.26469040281118,-76.58804458940786,-17.299051885559514,14.540677855753914,30.25976473251373,0
-62880.00898063674,-12033.112728344217,4561.0986247326655,-137.0355837879897,81.3893675261383,-62.737918215305456,-3.7458830700116907,-22.978467369847806,0
-70484.90869863603,-14041.478501694633,2538.617317666198,-109.64345076946735,125.96156349011197,79.75462370467909,-19.73207302254702,-16.7185483149231,0
-62480.88224066622,-13404.769089638392,3171.7342542919732,47.91696249795101,-108.32261601319796,58.80196486077912,-5.480193313511014,80.30788413465939,0
-69054.24170154643,-16394.08394968582,154.56520103275076,-129.0517427831152,-57.607723678240895,-56.331638032061285,10.62629042150503,-11.13797770882378,0
-61477.90908397794,-16607.03306723116,-71.83078083270844,9.39904759498164,-128.40976949809004,91.94534610595882,-0.18547911803352984,-80.7399066858801,0
-60428.75234999792,-20546.672512963323,-4061.503707202663,-88.13732052783527,23.618687899299836,-16.128114944925525,51.30759599286894,24.565053889123863,0
-64318.02494982322,-18461.589455256446,-1945.465536878638,80.08113821527499,-78.45330312045418,-92.14679340853995,35.98648857452283,-11.752258284114031,0
-70023.69318984018,-16108.86597727838,444.8336696285071,-126.5449361196038,-93.36931147238886,-63.64870054265502,11.77488238290491,15.42089186410877,0
-64246.69022131585,-14175.516553360716,2393.9029700303167,-49.89643050412463,-114.90246660533715,-76.79285357787779,3.345172401056711,64.14440471260177,0
-67372.60704276725,-17437.257191197285,-904.0186959706498,-136.60420510544978,44.94506330115631,-35.32375603563272,12.32861395963546,-35.36454147035641,0
-70459.74200247387,-10928.82828301093,5689.579046697032,135.81775521463527,-63.10036334495157,94.26291729527598,-7.098144709233125,93.98560894612169,0
-67987.77937599263,-20558.32846107503,-4063.2387032707566,72.43877656583076,31.2228384515159,-66.49591524142916,23.971571946602815,-73.05201976118848,0
