,0,3,1,5,outlier,2,6,Unnamed: 0,7,4
0,-29811.753917954407,-4134.582128665308,-43472.6832667956,12.5694077399462,0,8522.097379904082,47.75972627611682,0,-159.0422099302101,-14.297899756846862
1,-22350.964992979996,-4176.207319030119,-41068.91714996957,-56.55249678562159,0,6126.734679749729,-42.77188363472487,1,51.15680912556644,-6.046110468351514
2,-29857.520440593344,-4230.090633756301,-38173.55558814736,-38.066575960363565,0,3209.9502589523613,82.95441470701816,2,66.24125961016559,-17.252119688583715
3,-27790.71921719033,-4116.934653664621,-44249.0773703332,33.93488942034337,0,9304.281279858424,-15.16243581341672,3,13.66327485435732,0.5473439195078091
4,-28866.62808899711,-4115.435789259885,-44288.22308444457,33.92504592001385,0,9341.449146501143,-15.291842046456972,4,13.283344265622356,-8.690660403626337
5,-23952.30172610768,-4949.090283366945,19268.92796633696,24.899449760723915,0,-8222.132737289212,-15.550792287030747,5,95.25430421932744,-13.17622388601479
6,-21294.32631277164,-5016.205541463631,32963.59543393795,1.5003863957998136,0,3479.541498592923,70.71419862019495,6,33.41024785343275,56.52068370119628
7,-26601.636498947788,-4133.554290465159,-43120.01965346582,103.93824804915997,0,8174.678874687626,-91.14644446027695,7,3.3021653536855684,16.09361064917803
8,-16517.164494318236,-4028.957614925984,-48673.1069876435,117.08400501233145,0,13761.09664601435,70.2696161056544,8,-24.19855664277494,33.85654714295365
9,-24474.141142336543,-4205.652484641977,-39065.86547609483,9.230064016851534,0,4114.771494855797,-31.83037142233149,9,98.44111975845028,42.5842023937858
10,-25163.42271489338,-4411.83401212432,-27807.34273977609,46.632769986815546,0,-7172.593903839917,39.26717388077409,10,132.12730209222235,-6.26015014152289
11,-1037.671263333223,-4190.559052220923,-39572.84522042098,139.84208706851786,0,4668.373727507959,14.67225327498674,11,37.90064007800813,141.82718118742312
12,-23754.747109676107,-4766.063043419796,-5577.960932096295,54.04021158296037,0,-22215.419591647405,113.29728322956716,12,-19.268131730885862,-12.62761689425654
13,-26733.586491866943,-4183.803583065955,-40063.24673798584,89.9527597561338,0,5110.156587921273,-82.83782853612038,13,-14.0456407250804,4.944311833964467
14,-3490.52037582858,-4888.006853744506,2053.9900821876167,6.108171085426768,0,-27915.65563710632,11.80140735633248,14,46.05059275434281,461.02150779813854
15,-29435.02777468013,-4114.3135135688535,-43752.646148022846,-107.96657312006954,0,8803.591520319396,104.74474087090428,15,-56.95688026231264,-15.562272147929749
16,-15441.077219744437,-4239.378492584858,-36763.70315131972,145.89676195345797,0,1824.480733546076,-33.200255736262115,16,53.71756208851721,60.38979450158081
17,-29093.128758897376,-4219.100238611127,-37936.509554697,77.90062228724562,0,2973.726287953052,-15.815109367385324,17,-65.71319726476544,-8.664556002258935
18,-25530.46527393524,-4340.04205634327,-31258.49134431823,40.66722789624004,0,-3713.720488492575,-7.174758401412297,18,12.096575903883522,-12.57951165835875
19,-26175.99693769368,-4020.078837436864,-48828.99214505715,-67.14057344596395,0,13384.64804101224,61.64631071917666,19,118.96862089856586,-7.94700186084336
20,-28538.21481386847,-4188.379480406171,-39443.63133205675,150.79222679470027,0,4485.64407868882,-56.87398783677607,20,54.24349972586159,-11.961107698745847
21,-28086.21669506494,-4187.308772368368,-39441.89040465326,150.8252372843715,0,4484.77697239881,-56.82803950316428,21,54.2882782839015,-10.2823828117357
22,-25206.0071582546,-4297.771975202009,-33355.17107513073,124.11412822030488,0,-1611.291911273483,-19.43824705318748,22,19.53592114580781,4.071946143689108
23,-28169.116394910943,-4078.8270861788415,-45251.11522807721,131.06613202316453,0,10308.174419827274,28.90924423829749,23,20.081727871817908,6.731331209992467
24,-24617.02930933586,-4246.155796597001,-36047.05245440126,-62.51751402339122,0,1088.5311118483908,198.44107129079532,24,-14.662208190711828,-18.875125812221413
25,24629.933220686537,-4074.643399120006,-44817.88197224319,76.07327629500769,0,9976.131619409816,100.23614911544044,25,11.854881833857172,-8.113009576145974
26,4957.373894512217,-4033.5803223696535,-47254.3744498587,149.56600376718058,0,12380.40421509121,40.3417675073978,26,53.31779943511776,244.9196514431003
27,-30326.6846621236,-4902.104571286342,8130.510606026894,42.32493817666509,0,-21864.609201192783,32.07345120194416,27,81.99966820500381,-32.044379480777856
28,-29827.79194861246,-4021.8210058042714,-48080.23321521579,-42.59812674119488,0,13141.037982934142,65.67758890822338,28,-104.70734605243068,-16.12079177245821
29,-22272.85491277544,-4197.500668609278,-38403.24121462692,129.35015108575809,0,3454.886449611398,-22.1812261311313,29,28.866604660843706,46.04867847278814
30,-26959.9443057752,-4331.718465171454,-31076.66690096503,33.56221046585839,0,-3898.8227381980537,-43.90653436756513,30,68.68494193615206,-12.983978793662878
31,-28908.989607372117,-4409.45440683707,-26826.96773356438,124.67182408009056,0,-8162.565505006317,34.001538486170205,31,-9.489410200728717,-12.52917024870904
32,-20526.474917816395,-4135.081477891765,-41634.96432886399,134.5028889852711,0,6698.078573339754,137.8716947226887,32,-18.1932602396745,18.93199048137109
33,-29610.63562910305,-4022.287655968602,-47754.10231276829,-93.30100302985156,0,12814.443574679855,-43.764942761275286,33,-100.70452626903732,-12.526952167322074
34,-27974.694631885508,-5016.169138952768,39855.459707123526,-6.554777500453973,0,10371.865677650125,76.11188416365175,34,-8.570685030725528,-13.568446594535304
35,-28576.79902861904,-4807.486310408884,-2111.546185500553,-138.15332098528197,0,-25763.50190175341,18.69708512215928,35,-19.80726072953644,-20.332741366779505
36,-22904.48457178073,-4025.256794721892,-44558.39472015362,35.80435347836833,0,16862.38244004939,99.29008076523384,36,-20.582107648560424,5.161864898041243
37,-30303.42379170479,-4803.346417025797,-2830.347945991572,-66.13795116729607,0,-26476.11838271576,196.4397660624315,37,-22.363892299401854,-31.9773251602532
38,-27044.186354362417,-4177.284939080395,-39060.133385123736,124.42714061437285,0,4104.183239078817,-21.78753415935929,38,22.616218390828937,19.27664366805431
39,-24936.859986905594,-4744.480153910261,-2808.4765736990835,-66.18571513500235,0,-18710.01329184051,87.88103091724963,39,135.0242888210689,-26.19906211794377
40,-25009.44684577305,-4176.845238532891,-38953.09445773502,93.56631931896784,0,4000.794783275868,-19.27435238052571,40,-35.73165837483134,33.8425403356797
41,-29490.16228576581,-4145.537114156028,-40623.38987041217,-34.93294824142173,0,5666.634887660941,7.41099326264301,41,-2.533257268367465,-18.059238927425923
42,-23658.19656425571,-4052.698495204396,-42746.56085511851,36.667164006344095,0,15044.669791854674,99.97178465230226,42,-20.485027429242027,2.0153418574944792
43,-28524.839424712736,-4162.6954464710525,-39585.296113931145,19.46241466165121,0,4627.732093830248,-22.09966366187906,43,-55.863808259610174,4.153555108586689
44,-29970.437497663464,-4095.242314146369,-43213.369612654926,75.48764824563641,0,8261.946637514222,-17.72944757436711,44,-66.21204334799094,-19.89830612293449
45,-28175.146709616947,-4266.899583695888,-28495.36958746748,37.32723071317511,0,7033.661650922685,8.433210781911512,45,9.877780727211016,-18.55367695221634
46,-14591.551283938805,-4481.848388617369,-7129.821829811797,-50.53259641493271,0,9746.88828717461,-82.83491991524147,46,-27.040756364980417,-20.68446544147732
47,-29155.5027454687,-4128.282847885464,-41261.0007888423,171.18031769504594,0,6306.498520673516,16.018728744586085,47,83.38787229666073,-14.9338096717129
48,-29477.839378680463,-4051.1219694208735,-45367.450036949296,-58.66981346885429,0,10422.276743896722,-81.32347728824388,48,-6.464020573677276,-16.031960119646104
49,-30149.22957043456,-4232.785688994986,-35661.051103179736,89.39538352178941,0,176.78285698212292,-25.70106970940016,49,-43.519750310400944,-22.911402588150388
50,-26997.42159306753,-4166.304629916203,-38978.61673238386,-12.544636874406027,0,4022.546646629907,-74.19015097238277,50,74.4685707207541,-11.51922296369536
51,-29434.22680297664,-4895.713913611977,13696.635930610708,-75.19387097911692,0,-15721.3013816556,137.4577650140407,51,-68.91670652671901,-26.24801159579096
52,-30201.143892384174,-4167.669213262491,-35778.53663302503,-43.98661305392262,0,8618.924092097244,106.09636833029528,52,-144.58481175392822,-18.565801461381945
53,-29847.28553001052,-4106.066532771156,-42116.27787868494,-84.07338275222365,0,7162.446537573737,-9.254415471430072,53,19.24893901862583,-15.808173774180208
54,-30074.212510027253,-4119.204430354426,-41376.0041041812,110.6745743254736,0,6419.976873627569,16.016819521147635,54,-17.147973873618184,-20.615397006915103
55,-29827.83623241867,-4268.998778605223,-32435.838724509773,-116.5356191541935,0,-761.9536226629032,-79.99231373875374,55,-52.60763966914025,-13.658894369797393
56,-26971.403015259497,-4175.004784974399,-38208.84308248055,135.26733718723224,0,3251.0051886171373,-20.49244153363673,56,34.23323442822682,15.281581497249004
57,-21957.43669072481,-4159.114812608576,-38955.895431171455,102.168955029773,0,4009.546940106188,-63.01775857118598,57,-2.7924114207807773,26.575150293017053
58,-30323.85074249309,-4332.146098264204,-29582.609178946102,107.3271564885507,0,-5402.799092469907,66.81353767143894,58,-46.83758285000864,-25.350438225837195
59,-29154.08030817348,-4183.575445423464,-37575.27064620212,-5.836847888136022,0,2611.646101285926,-28.687294820606198,59,84.71603434725591,-18.415282329228592
60,-28297.99955581684,-4146.955630016136,-39526.6554173163,143.6013967667815,0,4569.579102660181,7.469745060500505,60,44.24490927577992,-5.017671395647439
