,3,6,7,0,4,5,2,1,outlier
0,-4134.582128665308,47.75972627611682,-159.0422099302101,-29811.753917954407,-14.297899756846862,12.5694077399462,8522.097379904082,-43472.6832667956,0
1,-4176.207319030119,-42.77188363472487,51.15680912556644,-22350.964992979996,-6.046110468351514,-56.55249678562159,6126.734679749729,-41068.91714996957,0
2,-4230.090633756301,82.95441470701816,66.24125961016559,-29857.520440593344,-17.252119688583715,-38.066575960363565,3209.9502589523613,-38173.55558814736,0
3,-4116.934653664621,-15.16243581341672,13.66327485435732,-27790.71921719033,0.5473439195078091,33.93488942034337,9304.281279858424,-44249.0773703332,0
4,-4115.435789259885,-15.291842046456972,13.283344265622356,-28866.62808899711,-8.690660403626337,33.92504592001385,9341.449146501143,-44288.22308444457,0
5,-4949.090283366945,-15.550792287030747,95.25430421932744,-23952.30172610768,-13.17622388601479,24.899449760723915,-8222.132737289212,19268.92796633696,0
6,-5016.205541463631,70.71419862019495,33.41024785343275,-21294.32631277164,56.52068370119628,1.5003863957998136,3479.541498592923,32963.59543393795,0
7,-4133.554290465159,-91.14644446027695,3.3021653536855684,-26601.636498947788,16.09361064917803,103.93824804915997,8174.678874687626,-43120.01965346582,0
8,-4028.957614925984,70.2696161056544,-24.19855664277494,-16517.164494318236,33.85654714295365,117.08400501233145,13761.09664601435,-48673.1069876435,0
9,-4205.652484641977,-31.83037142233149,98.44111975845028,-24474.141142336543,42.5842023937858,9.230064016851534,4114.771494855797,-39065.86547609483,0
10,-4411.83401212432,39.26717388077409,132.12730209222235,-25163.42271489338,-6.26015014152289,46.632769986815546,-7172.593903839917,-27807.34273977609,0
11,-4190.559052220923,14.67225327498674,37.90064007800813,-1037.671263333223,141.82718118742312,139.84208706851786,4668.373727507959,-39572.84522042098,0
12,-4766.063043419796,113.29728322956716,-19.268131730885862,-23754.747109676107,-12.62761689425654,54.04021158296037,-22215.419591647405,-5577.960932096295,0
13,-4183.803583065955,-82.83782853612038,-14.0456407250804,-26733.586491866943,4.944311833964467,89.9527597561338,5110.156587921273,-40063.24673798584,0
14,-4888.006853744506,11.80140735633248,46.05059275434281,-3490.52037582858,461.02150779813854,6.108171085426768,-27915.65563710632,2053.9900821876167,0
15,-4114.3135135688535,104.74474087090428,-56.95688026231264,-29435.02777468013,-15.562272147929749,-107.96657312006954,8803.591520319396,-43752.646148022846,0
16,-4239.378492584858,-33.200255736262115,53.71756208851721,-15441.077219744437,60.38979450158081,145.89676195345797,1824.480733546076,-36763.70315131972,0
17,-4219.100238611127,-15.815109367385324,-65.71319726476544,-29093.128758897376,-8.664556002258935,77.90062228724562,2973.726287953052,-37936.509554697,0
18,-4340.04205634327,-7.174758401412297,12.096575903883522,-25530.46527393524,-12.57951165835875,40.66722789624004,-3713.720488492575,-31258.49134431823,0
19,-4020.078837436864,61.64631071917666,118.96862089856586,-26175.99693769368,-7.94700186084336,-67.14057344596395,13384.64804101224,-48828.99214505715,0
20,-4188.379480406171,-56.87398783677607,54.24349972586159,-28538.21481386847,-11.961107698745847,150.79222679470027,4485.64407868882,-39443.63133205675,0
21,-4187.308772368368,-56.82803950316428,54.2882782839015,-28086.21669506494,-10.2823828117357,150.8252372843715,4484.77697239881,-39441.89040465326,0
22,-4297.771975202009,-19.43824705318748,19.53592114580781,-25206.0071582546,4.071946143689108,124.11412822030488,-1611.291911273483,-33355.17107513073,0
23,-4078.8270861788415,28.90924423829749,20.081727871817908,-28169.116394910943,6.731331209992467,131.06613202316453,10308.174419827274,-45251.11522807721,0
24,-4246.155796597001,198.44107129079532,-14.662208190711828,-24617.02930933586,-18.875125812221413,-62.51751402339122,1088.5311118483908,-36047.05245440126,0
25,-4074.643399120006,100.23614911544044,11.854881833857172,24629.933220686537,-8.113009576145974,76.07327629500769,9976.131619409816,-44817.88197224319,0
26,-4033.5803223696535,40.3417675073978,53.31779943511776,4957.373894512217,244.9196514431003,149.56600376718058,12380.40421509121,-47254.3744498587,0
27,-4902.104571286342,32.07345120194416,81.99966820500381,-30326.6846621236,-32.044379480777856,42.32493817666509,-21864.609201192783,8130.510606026894,0
28,-4021.8210058042714,65.67758890822338,-104.70734605243068,-29827.79194861246,-16.12079177245821,-42.59812674119488,13141.037982934142,-48080.23321521579,0
