,tr_msecond,te_day,te_minute,te_second,flg_RST,tr_second,sa2,ts_day,te_hour,tr_minute,pr,tr_day,ibyt    ,dtos,ts_msecond,flg_PSH,tr_month,ts_second,te_msecond,flg_ACK,flg_SYN,da3,dp_is_privileged,das,sp_is_privileged,sa3,tr_hour,ts_month,obyt,te_month,sa4,outlier,ts_minute,flg_FIN,sas,stos,opkt,ts_hour,da2,da1,fwd,ipkt ,sp   ,dir,sa1,da4,dp   
131,0,31,55,57,0,1,250,31,14,57,1,31,1255,0,0,1,8,57,0,1,0,111,0,0,1,184,14,8,0,8,35,0,55,0,0,0,0,14,138,157,0,14,443,0,142,19,44878
132,0,31,55,57,0,1,64,31,14,57,1,31,150,0,0,0,8,57,0,1,0,110,0,0,1,189,14,8,0,8,226,0,55,1,0,8,0,14,138,157,0,3,443,0,185,129,55409
133,0,31,55,57,0,1,250,31,14,57,1,31,2387,0,0,1,8,57,0,1,0,130,0,0,1,180,14,8,0,8,170,0,55,0,0,0,0,14,138,157,0,33,443,0,142,176,51314
134,0,31,55,57,0,1,248,31,14,57,1,31,10280,0,0,1,8,57,0,1,1,185,0,0,1,145,14,8,0,8,178,0,55,1,0,4,0,14,138,157,0,26,443,0,17,150,59013
135,0,31,55,57,0,1,224,31,14,57,2,31,451,0,0,0,8,57,0,0,0,166,0,0,1,98,14,8,0,8,5,0,55,0,0,8,0,14,138,157,0,7,443,0,172,136,59115
136,0,31,55,57,0,1,186,31,14,57,1,31,6469,0,0,1,8,57,0,1,1,22,0,0,1,228,14,8,0,8,49,0,55,1,0,0,0,14,138,157,0,10,443,0,35,6,51286
137,0,31,55,57,0,1,250,31,14,57,1,31,446,0,0,1,8,57,0,1,0,20,0,0,1,180,14,8,0,8,138,0,55,0,0,0,0,14,138,157,0,3,443,0,142,37,61622
138,0,31,55,57,0,1,250,31,14,57,1,31,106,0,0,0,8,57,0,1,0,110,0,0,1,180,14,8,0,8,162,0,55,1,0,0,0,14,138,157,0,2,443,0,142,129,55162
139,0,31,55,57,0,1,250,31,14,57,1,31,3889,0,0,1,8,57,0,1,0,166,0,0,1,184,14,8,0,8,42,0,55,0,0,0,0,14,138,157,0,43,443,0,142,68,50989
140,0,31,55,57,0,1,18,31,14,57,1,31,106,0,0,0,8,57,0,1,0,110,0,0,1,2,14,8,0,8,114,0,55,1,0,0,0,14,138,157,0,2,443,0,104,129,55151
141,0,31,55,57,0,1,247,31,14,57,1,31,970,0,0,1,8,57,0,1,0,24,0,0,1,241,14,8,0,8,14,0,55,0,0,0,0,14,138,157,0,11,443,0,162,107,62479
142,0,31,55,57,0,1,5,31,14,57,1,31,894,0,0,1,8,57,0,1,0,164,0,0,1,112,14,8,0,8,135,0,55,0,0,0,0,14,138,157,0,15,443,0,52,95,49807
143,0,31,55,58,0,1,172,31,14,57,1,31,150,0,0,0,8,58,0,1,0,23,0,0,1,235,14,8,0,8,139,0,55,0,0,0,0,14,138,157,0,3,80,0,188,33,59166
144,0,31,55,58,0,1,251,31,14,57,1,31,759,0,0,1,8,58,0,1,0,110,0,0,1,209,14,8,0,8,35,0,55,0,0,0,0,14,138,157,0,9,443,0,142,187,39306
145,0,31,55,58,0,1,44,31,14,57,1,31,216,0,0,1,8,58,0,1,0,165,0,0,1,212,14,8,0,8,232,0,55,0,0,8,0,14,138,157,0,3,443,0,130,92,60984
146,0,31,55,58,0,1,58,31,14,57,2,31,3271,0,0,0,8,58,0,0,0,24,0,0,1,209,14,8,0,8,46,0,55,0,0,0,0,14,138,157,0,24,443,0,216,26,59904
147,0,31,55,58,0,1,251,31,14,57,1,31,2494,0,0,1,8,58,0,1,0,107,0,0,1,209,14,8,0,8,42,0,55,0,0,0,0,14,138,157,0,26,443,0,142,35,64955
148,0,31,55,58,0,1,251,31,14,57,1,31,73723,0,0,1,8,58,0,1,0,130,0,0,1,209,14,8,0,8,10,0,55,0,0,0,0,14,138,157,0,129,443,0,142,183,53151
149,0,31,55,58,0,1,186,31,14,57,1,31,862,0,0,1,8,58,0,1,0,184,0,0,1,224,14,8,0,8,47,0,55,0,0,0,0,14,138,157,0,13,443,0,35,191,65313
150,0,31,55,58,0,1,250,31,14,57,2,31,4292,0,0,0,8,58,0,0,0,24,0,0,1,184,14,8,0,8,74,0,55,0,0,0,0,14,138,157,0,29,443,0,142,88,37719
151,0,31,55,58,0,1,186,31,14,57,1,31,6069,0,0,1,8,58,0,1,0,24,0,0,1,228,14,8,0,8,49,0,55,0,0,0,0,14,138,157,0,34,443,0,35,214,59340
152,0,31,55,58,0,1,44,31,14,57,1,31,5442,0,0,1,8,58,0,1,1,138,0,0,1,10,14,8,0,8,122,0,55,1,0,0,0,14,138,157,0,10,443,0,20,137,61187
153,0,31,55,58,0,1,117,31,14,57,2,31,12656,0,0,0,8,58,0,0,0,199,0,0,0,191,14,8,0,8,186,0,55,0,0,0,0,14,138,157,0,68,4500,0,37,20,4500
154,0,31,55,58,0,1,251,31,14,57,2,31,4035,0,0,0,8,58,0,0,0,186,0,0,1,209,14,8,0,8,35,0,55,0,0,0,0,14,138,157,0,10,443,0,142,57,60821
155,0,31,55,58,0,1,107,31,14,57,1,31,168,0,0,0,8,58,0,1,0,10,0,0,1,246,14,8,0,8,60,0,55,1,0,0,0,14,138,157,0,3,443,0,13,42,52115
156,0,31,55,58,0,1,42,31,14,57,1,31,902,0,0,1,8,58,0,1,0,138,0,0,1,73,14,8,0,8,24,0,55,0,0,0,0,14,138,157,0,8,443,0,20,66,51515
157,0,31,55,58,0,1,111,31,14,57,1,31,150,0,0,0,8,58,0,1,0,177,0,0,1,231,14,8,0,8,4,0,55,0,0,0,0,14,138,157,0,3,443,0,52,66,54832
158,0,31,55,58,0,1,206,31,14,57,1,31,262,0,0,0,8,58,0,1,0,164,0,0,1,197,14,8,0,8,180,0,55,0,0,8,0,14,138,157,0,5,443,0,35,62,59662
159,0,31,55,58,0,1,250,31,14,57,1,31,106,0,0,0,8,58,0,1,0,110,0,0,1,180,14,8,0,8,130,0,55,1,0,0,0,14,138,157,0,2,443,0,142,129,55136
160,0,31,55,58,0,1,230,31,14,57,1,31,483,0,0,1,8,58,0,1,0,164,0,0,1,231,14,8,0,8,208,0,55,0,0,0,0,14,138,157,0,6,443,0,3,74,4918
161,0,31,55,58,0,1,186,31,14,57,1,31,402,0,0,1,8,58,0,1,0,187,0,0,1,224,14,8,0,8,41,0,55,0,0,0,0,14,138,157,0,6,443,0,35,138,62251
162,0,31,55,59,0,1,250,31,14,57,1,31,978,0,0,1,8,59,0,1,0,110,0,0,1,184,14,8,0,8,42,0,55,0,0,0,0,14,138,157,0,10,443,0,142,226,60582
163,0,31,55,59,0,1,240,31,14,57,2,31,6973,0,0,0,8,59,0,0,0,184,0,0,1,231,14,8,0,8,15,0,55,0,0,0,0,14,138,157,0,17,443,0,157,79,46574
164,0,31,55,59,0,1,250,31,14,57,1,31,5928,0,0,1,8,59,0,1,1,24,0,0,1,184,14,8,0,8,110,0,55,1,0,0,0,14,138,157,0,10,443,0,142,22,58580
165,0,31,55,59,0,1,186,31,14,57,1,31,1340,0,0,1,8,59,0,1,0,110,0,0,1,224,14,8,0,8,25,0,55,0,0,0,0,14,138,157,0,12,443,0,35,187,52234
166,0,31,55,59,0,1,254,31,14,57,1,31,14313150,0,0,1,8,59,0,1,0,164,0,0,1,197,14,8,0,8,3,0,55,0,0,4,0,14,138,157,0,11090,80,0,162,95,63661
167,0,31,55,59,0,1,202,31,14,57,2,31,912,0,0,0,8,59,0,0,0,165,0,0,0,4,14,8,0,8,72,0,55,0,0,0,0,14,138,157,0,4,3478,0,20,12,23526
168,0,31,55,59,0,1,97,31,14,57,1,31,348,0,0,1,8,59,0,1,0,166,0,0,1,201,14,8,0,8,226,0,55,0,0,0,0,14,138,157,0,4,443,0,52,100,53683
169,0,31,55,59,0,1,251,31,14,57,2,31,979,0,0,0,8,59,0,0,0,187,0,0,1,209,14,8,0,8,42,0,55,0,0,0,0,14,138,157,0,11,443,0,142,8,54853
170,0,31,55,59,0,1,250,31,14,57,1,31,228070,0,0,1,8,59,0,1,1,166,0,0,1,0,14,8,0,8,139,0,55,1,0,0,0,14,138,157,0,186,443,0,178,219,39850
171,0,31,55,59,0,1,244,31,14,57,1,31,106,0,0,0,8,59,0,1,0,110,0,0,1,174,14,8,0,8,68,0,55,1,0,0,0,14,138,157,0,2,443,0,35,129,55221
172,0,31,55,59,0,1,251,31,14,57,1,31,1665,0,0,1,8,59,0,1,0,23,0,0,1,209,14,8,0,8,35,0,55,0,0,0,0,14,138,157,0,18,443,0,142,13,65278
173,0,31,55,59,0,1,250,31,14,57,2,31,8320,0,0,0,8,59,0,0,0,166,0,0,1,184,14,8,0,8,78,0,55,0,0,0,0,14,138,157,0,44,443,0,142,254,49610
174,0,31,55,59,0,1,250,31,14,57,1,31,309,0,0,1,8,59,0,1,0,176,0,0,1,180,14,8,0,8,170,0,55,1,0,0,0,14,138,157,0,4,443,0,142,193,39294
175,0,31,55,59,0,1,141,31,14,57,2,31,186,0,0,0,8,59,0,0,0,22,1,0,0,32,14,8,0,8,234,0,55,0,0,8,0,14,138,157,0,3,60949,0,209,68,53
176,0,31,56,0,0,1,203,31,14,57,1,31,6228,0,0,1,8,0,0,1,1,10,0,0,1,48,14,8,0,8,245,0,56,0,0,0,0,14,138,157,0,10,443,0,34,152,50632
177,0,31,56,0,0,1,250,31,14,57,1,31,8447,0,0,1,8,0,0,1,1,178,0,0,1,184,14,8,0,8,78,0,56,1,0,0,0,14,138,157,0,17,443,0,142,42,54032
178,0,31,56,0,0,1,8,31,14,57,1,31,565,0,0,1,8,0,0,1,1,164,0,0,1,8,14,8,0,8,8,0,56,1,0,0,0,14,138,157,0,7,53,0,8,70,38702
179,0,31,56,0,0,1,186,31,14,57,1,31,512,0,0,1,8,0,0,1,1,24,0,0,1,6,14,8,0,8,191,0,56,1,0,0,0,14,138,157,0,7,443,0,130,29,62578
180,0,31,56,0,0,1,48,31,14,57,1,31,4501,0,0,1,8,0,0,1,1,165,0,0,1,81,14,8,0,8,186,0,56,1,0,0,0,14,138,157,0,13,443,0,185,67,62202
181,0,31,56,0,0,1,22,31,14,57,0,31,968,0,0,0,8,0,0,0,0,1,1,0,1,137,14,8,0,8,20,0,56,0,0,0,0,14,22,172,0,11,0,0,172,91,0
182,0,31,56,0,0,1,250,31,14,57,1,31,21096,0,0,1,8,0,0,1,0,71,0,0,1,180,14,8,0,8,170,0,56,0,0,0,0,14,138,157,0,93,443,0,142,103,64311
183,0,31,56,0,0,1,250,31,14,57,1,31,4563,0,0,1,8,0,0,1,0,23,0,0,1,180,14,8,0,8,174,0,56,0,0,0,0,14,138,157,0,23,443,0,142,26,60389
184,0,31,56,0,0,1,186,31,14,57,1,31,512,0,0,1,8,0,0,1,1,24,0,0,1,6,14,8,0,8,191,0,56,1,0,0,0,14,138,157,0,7,443,0,130,29,62576
185,0,31,56,0,0,1,178,31,14,57,1,31,5476,0,0,1,8,0,0,1,1,50,0,0,1,17,14,8,0,8,2,0,56,1,0,0,0,14,138,157,0,12,443,0,52,154,59488
186,0,31,56,0,0,1,250,31,14,57,1,31,426,0,0,1,8,0,0,1,0,107,0,0,1,180,14,8,0,8,138,0,56,0,0,0,0,14,138,157,0,3,443,0,142,14,54582
187,0,31,56,0,0,1,186,31,14,57,1,31,512,0,0,1,8,0,0,1,1,24,0,0,1,6,14,8,0,8,191,0,56,1,0,0,0,14,138,157,0,7,443,0,130,29,62577
188,0,31,56,0,0,1,17,31,14,57,1,31,106,0,0,0,8,0,0,1,0,110,0,0,1,33,14,8,0,8,105,0,56,1,0,0,0,14,138,157,0,2,443,0,104,129,55133
189,0,31,56,0,0,1,186,31,14,57,1,31,678,0,0,1,8,0,0,1,1,24,0,0,1,6,14,8,0,8,97,0,56,1,0,0,0,14,138,157,0,6,443,0,130,29,62579
190,0,31,56,0,0,1,25,31,14,57,2,31,162,0,0,0,8,0,0,0,0,24,0,0,0,64,14,8,0,8,249,0,56,0,0,0,0,14,138,157,0,3,5959,0,52,114,16096
191,0,31,56,0,0,1,250,31,14,57,1,31,8530,0,0,1,8,0,0,1,0,130,0,0,1,180,14,8,0,8,142,0,56,0,0,0,0,14,138,157,0,50,443,0,142,178,60351
192,0,31,56,0,0,1,82,31,14,57,1,31,9120,0,0,1,8,0,0,1,1,185,0,0,1,217,14,8,0,8,86,0,56,0,0,0,0,14,138,157,0,12,443,0,20,198,63214
193,0,31,56,0,1,1,147,31,14,57,1,31,9674,0,0,1,8,0,0,1,0,166,0,0,1,26,14,8,0,8,220,0,56,0,0,0,0,14,138,157,0,12,443,0,90,201,51510
194,0,31,56,1,0,1,247,31,14,57,1,31,734,0,0,1,8,1,0,1,0,23,0,0,1,241,14,8,0,8,14,0,56,0,0,0,0,14,138,157,0,6,443,0,162,101,55597
195,0,31,56,1,0,1,82,31,14,57,1,31,384,0,0,0,8,1,0,0,1,20,0,0,0,47,14,8,0,8,5,0,56,0,0,0,0,14,138,157,0,6,27912,0,74,53,2000
196,0,31,56,1,0,1,173,31,14,57,1,31,150,0,0,0,8,1,0,1,0,110,0,0,1,144,14,8,0,8,143,0,56,1,0,8,0,14,138,157,0,3,443,0,69,129,55299
197,0,31,56,1,0,1,247,31,14,57,1,31,262,0,0,0,8,1,0,1,0,23,0,0,1,241,14,8,0,8,14,0,56,0,0,0,0,14,138,157,0,5,443,0,162,26,60973
198,0,31,56,1,0,1,251,31,14,57,1,31,106,0,0,0,8,1,0,1,0,110,0,0,1,209,14,8,0,8,2,0,56,1,0,0,0,14,138,157,0,2,443,0,142,129,55165
199,0,31,56,1,0,1,49,31,14,57,1,31,384,0,0,0,8,1,0,0,1,20,0,0,0,20,14,8,0,8,68,0,56,0,0,0,0,14,138,157,0,6,9282,0,65,55,2000
200,0,31,56,1,0,1,251,31,14,57,1,31,966,0,0,1,8,1,0,1,0,71,0,0,1,209,14,8,0,8,42,0,56,0,0,0,0,14,138,157,0,9,443,0,142,82,57896
201,0,31,56,1,0,1,250,31,14,57,1,31,12760,0,0,1,8,1,0,1,0,35,0,0,1,184,14,8,0,8,46,0,56,0,0,0,0,14,138,157,0,90,443,0,142,213,56900
202,0,31,56,1,0,1,212,31,14,57,1,31,400,0,0,1,8,1,0,1,0,87,0,0,1,246,14,8,0,8,193,0,56,0,0,0,0,14,138,157,0,6,443,0,52,70,53423
203,0,31,56,1,0,1,95,31,14,57,2,31,108048,0,0,0,8,1,0,0,0,199,0,0,0,13,14,8,0,8,31,0,56,0,0,0,0,14,138,157,0,292,4500,0,151,19,4500
204,0,31,56,1,0,1,250,31,14,57,2,31,12077,0,0,0,8,1,0,0,0,165,0,0,1,184,14,8,0,8,78,0,56,0,0,0,0,14,138,157,0,52,443,0,142,10,54718
205,0,31,56,1,0,1,138,31,14,57,1,31,106,0,0,0,8,1,0,1,0,110,0,0,1,199,14,8,0,8,90,0,56,1,0,0,0,14,138,157,0,2,443,0,108,129,55196
206,0,31,56,1,0,1,188,31,14,57,2,31,340,0,0,0,8,1,0,0,0,186,0,0,0,138,14,8,0,8,33,0,56,0,0,4,0,14,138,157,0,2,3492,0,17,253,16403
207,0,31,56,1,0,1,254,31,14,57,1,31,17541990,0,0,1,8,1,0,1,0,164,0,0,1,197,14,8,0,8,3,0,56,0,0,4,0,14,138,157,0,13600,80,0,162,95,63665
208,0,31,56,1,0,1,124,31,14,57,1,31,5378,0,0,1,8,1,0,1,1,138,0,0,1,32,14,8,0,8,246,0,56,1,0,0,0,14,138,157,0,16,443,0,51,71,52484
209,0,31,56,1,0,1,250,31,14,57,1,31,1764,0,0,1,8,1,0,1,0,110,0,0,1,184,14,8,0,8,42,0,56,0,0,0,0,14,138,157,0,16,443,0,142,128,55205
210,0,31,56,2,0,1,19,31,14,57,1,31,106,0,0,0,8,2,0,1,0,110,0,0,1,150,14,8,0,8,54,0,56,1,0,0,0,14,138,157,0,2,443,0,104,129,55319
211,0,31,56,2,0,1,250,31,14,57,1,31,11020,0,0,1,8,2,0,1,0,110,0,0,1,180,14,8,0,8,174,0,56,0,0,0,0,14,138,157,0,67,443,0,142,128,55204
212,0,31,56,2,1,1,206,31,14,57,1,31,224,0,0,1,8,2,0,1,0,166,0,0,1,135,14,8,0,8,16,0,56,0,0,0,0,14,138,157,0,4,443,0,193,139,54502
213,0,31,56,2,0,1,206,31,14,57,1,31,274,0,0,1,8,2,0,1,0,166,0,0,1,135,14,8,0,8,16,0,56,1,0,0,0,14,138,157,0,5,443,0,193,139,54503
214,0,31,56,2,0,1,18,31,14,57,1,31,288,0,0,1,8,2,0,1,0,166,0,0,1,19,14,8,0,8,204,0,56,0,0,2,0,14,138,157,0,4,443,0,104,109,50570
215,0,31,56,2,0,1,83,31,14,57,1,31,13105,0,0,1,8,2,0,1,0,167,0,0,1,150,14,8,0,8,6,0,56,0,0,0,0,14,138,157,0,27,443,0,35,52,60777
216,0,31,56,2,0,1,138,31,14,57,1,31,4768,0,0,1,8,2,0,1,0,166,0,0,1,144,14,8,0,8,4,0,56,0,0,6,0,14,138,157,0,7,443,0,17,175,55239
217,0,31,56,2,1,1,206,31,14,57,1,31,224,0,0,1,8,2,0,1,0,166,0,0,1,135,14,8,0,8,16,0,56,0,0,0,0,14,138,157,0,4,443,0,193,139,54504
218,0,31,56,2,0,1,64,31,14,57,1,31,653,0,0,1,8,2,0,1,0,165,0,0,1,154,14,8,0,8,162,0,56,0,0,0,0,14,138,157,0,10,443,0,172,228,63934
219,0,31,56,2,0,1,122,31,14,57,1,31,236,0,0,1,8,2,0,1,0,110,0,0,1,182,14,8,0,8,202,0,56,0,0,4,0,14,138,157,0,4,443,0,159,249,58718
220,0,31,56,2,0,1,241,31,14,57,1,31,106,0,0,0,8,2,0,1,0,110,0,0,1,9,14,8,0,8,51,0,56,1,0,0,0,14,138,157,0,2,443,0,35,129,55321
221,0,31,56,31,0,1,1,31,14,57,1,31,248,0,0,1,8,2,0,1,0,10,0,0,1,69,14,8,0,8,91,0,56,1,0,0,0,14,138,157,0,4,443,0,23,42,52076
222,0,31,56,2,0,1,240,31,14,57,1,31,7426,0,0,1,8,2,0,1,1,166,0,0,1,231,14,8,0,8,15,0,56,1,0,0,0,14,138,157,0,16,443,0,157,219,39196
223,0,31,56,2,0,1,250,31,14,57,2,31,7464,0,0,0,8,2,0,0,0,179,0,0,1,184,14,8,0,8,74,0,56,0,0,0,0,14,138,157,0,12,443,0,142,84,61892
224,0,31,56,2,0,1,75,31,14,57,1,31,231,0,0,1,8,2,0,1,0,110,0,0,1,62,14,8,0,8,49,0,56,1,0,0,0,14,138,157,0,4,443,0,146,129,55168
225,0,31,56,2,0,1,172,31,14,57,1,31,336,0,0,1,8,2,0,1,0,10,0,0,1,223,14,8,0,8,103,0,56,0,0,0,0,14,138,157,0,6,443,0,188,100,2398
226,0,31,56,2,0,1,159,31,14,57,1,31,914,0,0,1,8,2,0,1,0,166,0,0,1,133,14,8,0,8,234,0,56,0,0,0,0,14,138,157,0,10,443,0,162,122,63692
227,0,31,56,2,0,1,206,31,14,57,1,31,2640203,0,0,1,8,2,0,1,1,185,0,0,1,135,14,8,0,8,17,0,56,1,0,0,0,14,138,157,0,2056,443,0,193,28,55980
228,0,31,56,2,0,1,142,31,14,57,1,31,100,0,0,0,8,2,0,0,1,20,1,0,0,244,14,8,0,8,177,0,56,0,0,8,0,14,138,157,0,2,32041,0,212,13,23
229,0,31,56,2,0,1,250,31,14,57,1,31,106,0,0,0,8,2,0,1,0,110,0,0,1,184,14,8,0,8,35,0,56,1,0,0,0,14,138,157,0,2,443,0,142,129,55322
230,0,31,56,3,0,1,250,31,14,57,1,31,314,0,0,1,8,3,0,1,0,164,0,0,1,184,14,8,0,8,42,0,56,1,0,0,0,14,138,157,0,3,443,0,142,71,58050
231,0,31,56,3,0,1,250,31,14,57,2,31,4879,0,0,0,8,3,0,0,0,20,0,0,1,184,14,8,0,8,98,0,56,0,0,0,0,14,138,157,0,32,443,0,142,97,55967
232,0,31,56,3,0,1,122,31,14,57,1,31,592,0,0,1,8,3,0,1,0,185,0,0,1,125,14,8,0,8,90,0,56,1,0,0,0,14,138,157,0,8,443,0,92,173,60619
233,0,31,56,3,0,1,250,31,14,57,2,31,11423,0,0,0,8,3,0,0,0,20,0,0,1,184,14,8,0,8,46,0,56,0,0,0,0,14,138,157,0,116,443,0,142,37,53928
234,0,31,56,3,0,1,250,31,14,57,1,31,10107,0,0,1,8,3,0,1,0,164,0,0,1,184,14,8,0,8,46,0,56,0,0,0,0,14,138,157,0,70,443,0,142,255,54590
235,0,31,56,3,0,1,122,31,14,57,1,31,592,0,0,1,8,3,0,1,0,185,0,0,1,125,14,8,0,8,90,0,56,1,0,0,0,14,138,157,0,8,443,0,92,173,60617
236,0,31,56,3,0,1,98,31,14,57,1,31,540,0,0,1,8,3,0,1,0,107,0,0,1,168,14,8,0,8,178,0,56,0,0,0,0,14,138,157,0,8,443,0,52,102,52195
237,0,31,56,3,0,1,89,31,14,57,1,31,7205,0,0,1,8,3,0,1,1,10,0,0,1,178,14,8,0,8,27,0,56,0,0,2,0,14,138,157,0,9,443,0,13,49,51708
238,0,31,56,3,0,1,158,31,14,57,1,31,354,0,0,1,8,3,0,1,1,187,0,0,0,47,14,8,0,8,9,0,56,0,0,0,0,14,138,157,0,5,5223,0,80,83,53080
239,0,31,56,4,0,1,240,31,14,57,1,31,1400,0,0,1,8,4,0,1,0,186,0,0,1,231,14,8,0,8,34,0,56,0,0,0,0,14,138,157,0,4,443,0,157,235,45060
240,0,31,56,4,0,1,47,31,14,57,1,31,150,0,0,0,8,4,0,1,0,110,0,0,1,127,14,8,0,8,18,0,56,1,0,8,0,14,138,157,0,3,443,0,198,129,55349
241,0,31,56,4,0,1,125,31,14,57,1,31,1080,0,0,1,8,4,0,1,1,187,0,0,1,69,14,8,0,8,13,0,56,0,0,0,0,14,138,157,0,8,443,0,162,122,50126
242,0,31,56,4,0,1,250,31,14,57,2,31,3207,0,0,0,8,4,0,0,0,20,0,0,1,180,14,8,0,8,170,0,56,0,0,0,0,14,138,157,0,13,443,0,142,97,42784
243,0,31,56,4,0,1,251,31,14,57,1,31,106,0,0,0,8,4,0,1,0,110,0,0,1,209,14,8,0,8,10,0,56,1,0,0,0,14,138,157,0,2,443,0,142,129,55447
244,0,31,56,4,0,1,251,31,14,57,1,31,106,0,0,0,8,4,0,1,0,110,0,0,1,209,14,8,0,8,8,0,56,1,0,0,0,14,138,157,0,2,443,0,142,129,55364
245,0,31,56,4,0,1,36,31,14,57,1,31,8259,0,0,1,8,4,0,1,1,186,0,0,1,202,14,8,0,8,111,0,56,1,0,4,0,14,138,157,0,18,443,0,17,253,59036
246,0,31,56,4,0,1,109,31,14,57,1,31,25145,0,0,1,8,4,0,1,1,166,0,0,1,28,14,8,0,8,62,0,56,1,0,0,0,14,138,157,0,28,443,0,52,136,57912
247,0,31,56,4,0,1,111,31,14,57,1,31,100,0,0,0,8,4,0,1,0,165,0,0,1,231,14,8,0,8,2,0,56,0,0,0,0,14,138,157,0,2,443,0,52,209,49363
248,0,31,56,5,0,1,44,31,14,57,1,31,4407,0,0,1,8,5,0,1,1,186,0,0,1,212,14,8,0,8,236,0,56,1,0,8,0,14,138,157,0,7,443,0,130,232,38456
249,0,31,56,5,0,1,186,31,14,57,1,31,23328,0,0,1,8,5,0,1,1,24,0,0,1,6,14,8,0,8,191,0,56,1,0,0,0,14,138,157,0,25,443,0,130,29,62584
250,0,31,56,5,0,1,186,31,14,57,1,31,6298,0,0,1,8,5,0,1,1,22,0,0,1,228,14,8,0,8,49,0,56,1,0,0,0,14,138,157,0,10,443,0,35,6,42330
251,0,31,56,6,0,1,250,31,14,57,1,31,575,0,0,1,8,6,0,1,0,110,0,0,1,184,14,8,0,8,35,0,56,0,0,0,0,14,138,157,0,7,443,0,142,226,60607
252,0,31,56,6,0,1,250,31,14,57,2,31,3202,0,0,0,8,6,0,0,0,187,0,0,1,184,14,8,0,8,110,0,56,0,0,0,0,14,138,157,0,13,443,0,142,142,59763
253,0,31,56,7,0,1,79,31,14,57,1,31,104188,0,0,1,8,7,0,1,1,165,0,0,1,197,14,8,0,8,203,0,56,0,0,0,0,14,138,157,0,106,443,0,204,152,59962
254,0,31,56,7,0,1,250,31,14,57,2,31,3460,0,0,0,8,7,0,0,0,20,0,0,1,180,14,8,0,8,170,0,56,0,0,0,0,14,138,157,0,17,443,0,142,97,52523
255,0,31,56,7,0,1,79,31,14,57,1,31,8134,0,0,1,8,7,0,1,1,165,0,0,1,197,14,8,0,8,200,0,56,0,0,0,0,14,138,157,0,14,443,0,204,152,59961
256,0,31,56,7,0,1,250,31,14,57,1,31,156,0,0,0,8,7,0,1,0,165,0,0,1,184,14,8,0,8,106,0,56,1,0,0,0,14,138,157,0,3,443,0,142,103,56676
257,0,31,56,7,0,1,250,31,14,57,1,31,106,0,0,0,8,7,0,1,0,110,0,0,1,180,14,8,0,8,161,0,56,1,0,0,0,14,138,157,0,2,443,0,142,129,55285
258,0,31,56,7,0,1,17,31,14,57,1,31,106,0,0,0,8,7,0,1,0,110,0,0,1,208,14,8,0,8,240,0,56,1,0,0,0,14,138,157,0,2,443,0,104,129,55353
259,0,31,56,7,0,1,251,31,14,57,1,31,5976,0,0,1,8,7,0,1,1,166,0,0,1,209,14,8,0,8,6,0,56,1,0,0,0,14,138,157,0,8,443,0,142,219,48152
260,0,31,56,7,0,1,251,31,14,57,1,31,5977,0,0,1,8,7,0,1,1,166,0,0,1,209,14,8,0,8,6,0,56,1,0,0,0,14,138,157,0,8,443,0,142,219,48156
261,0,31,56,7,0,1,240,31,14,57,2,31,5169,0,0,0,8,7,0,0,0,184,0,0,1,231,14,8,0,8,15,0,56,0,0,0,0,14,138,157,0,18,443,0,157,79,48653
262,0,31,56,7,0,1,250,31,14,57,2,31,2916,0,0,0,8,7,0,0,0,24,0,0,1,184,14,8,0,8,42,0,56,0,0,0,0,14,138,157,0,9,443,0,142,38,50984
263,0,31,56,7,0,1,250,31,14,57,1,31,223,0,0,1,8,7,0,1,0,10,0,0,1,184,14,8,0,8,74,0,56,1,0,0,0,14,138,157,0,3,443,0,142,152,50546
264,0,31,56,7,0,1,251,31,14,57,1,31,5976,0,0,1,8,7,0,1,1,166,0,0,1,209,14,8,0,8,6,0,56,1,0,0,0,14,138,157,0,8,443,0,142,219,48154
265,0,31,56,7,0,1,186,31,14,57,1,31,106,0,0,0,8,7,0,1,0,110,0,0,1,194,14,8,0,8,101,0,56,1,0,0,0,14,138,157,0,2,443,0,35,129,55336
266,0,31,56,7,0,1,251,31,14,57,1,31,5975,0,0,1,8,7,0,1,1,166,0,0,1,209,14,8,0,8,6,0,56,1,0,0,0,14,138,157,0,8,443,0,142,219,48158
267,0,31,56,7,0,1,251,31,14,57,1,31,5976,0,0,1,8,7,0,1,1,166,0,0,1,209,14,8,0,8,6,0,56,1,0,0,0,14,138,157,0,8,443,0,142,219,48160
268,0,31,56,8,0,1,42,31,14,57,1,31,392,0,0,0,8,8,0,1,0,167,0,0,1,251,14,8,0,8,32,0,56,0,0,4,0,14,138,157,0,7,993,0,17,195,61833
269,0,31,56,8,0,1,120,31,14,57,1,31,4690,0,0,1,8,8,0,1,1,184,0,0,1,243,14,8,0,8,77,0,56,1,0,0,0,14,138,157,0,9,443,0,34,70,50471
270,0,31,56,8,0,1,57,31,14,57,1,31,1464,0,0,1,8,8,0,1,0,166,0,0,0,146,14,8,0,8,24,0,56,0,0,4,0,14,138,157,0,12,5223,0,17,193,58519
271,0,31,56,8,0,1,243,31,14,57,1,31,7003,0,0,1,8,8,0,1,1,138,0,0,1,143,14,8,0,8,6,0,56,0,0,4,0,14,138,157,0,10,443,0,173,70,56839
