,0,1,2,3,4,5,6,7,cluster,outlier
0,-70530.90949249009,-19838.163006578496,-3330.3426263852143,102.88434224792822,-49.301915282086824,79.60440792573654,-0.2788768455579533,2.8634727815834444,8,0
1,-64282.3183839315,-21495.356396706302,-5016.707653427187,-13.666708262010205,6.8425438441839885,35.691494678406336,16.75203748681242,-45.096670625168024,8,0
2,-69769.22595137052,-18341.082787428666,-1815.8508178398242,37.971433585467835,147.21053948109585,-33.47036600460001,7.583935809290837,-47.065707085300424,8,0
3,14770594.479408192,5534.148070732726,1623.6696633652493,-52.12791417839061,127.22740225617899,226.82671063724422,1539.29963222868,-3.711065053534884,8,0
4,-69949.88929507673,-17871.317008459926,-2122.366164868666,32.01580025833837,-68.02134624264295,-4.989105494855869,16.540610692753052,59.91625409645937,8,0
5,-70493.76441277699,-11559.12006672099,5050.918195782495,172.61734082332057,-11.521158685841568,-113.53028751283655,3.900599370157569,-0.7174961537779986,8,0
6,9428595.73167235,-1188.123368011271,2280.3480848295203,40.53925525770311,-75.0244167460591,-0.6831480042147569,-1027.0277430474184,-1.689173858549054,8,0
7,-70480.98929763348,-19786.08096282016,-3277.5736892274153,-41.34719099609962,-41.53602246787546,162.0235500164126,-19.25110217955691,-48.98914762008584,8,0
8,-63968.743763065264,-20568.62558938686,-4078.776863955829,-106.26474910682418,32.82902381136957,102.16748300481221,6.227602593009299,-15.968280705288757,8,0
9,-64840.75309186406,-16057.06406135343,490.1493805806775,-110.31477835032278,-56.499760801934116,-12.187272987695314,26.877099464472234,12.760775492336291,8,0
10,95578.55806023072,-14176.212484990767,2170.1458728341313,-68.00549490973117,50.6360935045555,-22.448191044899495,1.5260287185444856,59.82338973054118,8,0
11,-70282.65737530029,-14202.63353191871,2374.7691460367446,100.0061999324703,118.32654070341935,132.6473878592398,-16.939573946276226,-41.98556148685005,8,0
12,-68789.50462798956,-8760.549404287936,1082.2062120885041,-142.5719125222793,43.4449632249671,-13.34294379083059,10.30818069358777,31.900008682845144,8,0
13,-65325.14143564599,-19035.03818870187,-2524.37886810748,-40.75091529932452,-129.71239904781143,93.95853211976335,-1.7312626558208584,24.637093359679984,8,0
14,-67042.04840598263,-12607.83457207441,3202.3448299636175,-22.86838718280985,90.04162982807006,37.00594483728755,10.610513193404573,-77.91999546573282,8,0
15,-70597.5164014112,-16871.513925110678,-326.66553953089533,43.80933206420094,57.5933536374969,-78.80926815358674,5.132774327184295,98.80704989876811,8,0
16,-69950.34436596253,-4739.438920405965,11955.566660509967,-132.86312258007,1.6902288390873226,-80.76006862930495,13.693659864910924,35.45006828508086,8,0
17,-60315.24097165137,-11236.532641888425,5363.931853003822,-96.67383063514629,-50.46926641021831,40.52061982632241,-6.626412821168183,-45.00809818385641,8,0
18,-67682.60177347946,-14870.725278617823,1694.9711273919509,-117.50079263612199,10.225276569613575,-38.394768489335995,13.157369474269046,-25.258875437339,8,0
19,-64179.81744657134,-12161.403084666274,4432.94990523849,-48.380273099620275,-112.8171316386894,-78.99950300833756,3.3907469376918162,62.37112763063898,8,0
20,-70368.5211258838,-11069.400232917484,5547.295653419045,-5.825700440554861,-0.49389594835816847,-54.560428792956486,6.823475906101202,49.170508531275516,8,0
21,-30673.29107309817,-233.34085045169599,16462.185281578295,209.62582739901055,6.807063507670246,83.14993484184708,-6.441636415527316,33.288238323709756,8,0
22,-70436.99128144413,63338.23490317182,-886.2380247364075,9.6900560701602,-74.37598997415762,-56.980793688346445,17.642718743890242,139.32830467264668,8,0
23,-70549.28102693282,-11870.09459124796,4736.843958867362,-15.684173935736645,105.45951663602328,73.26624469149519,-11.462471938735753,-53.059659176499316,8,0
24,-67850.3313289309,-19591.543817393183,-2567.746349563594,-75.16625558572032,-41.38644298502735,-47.20509137722185,3.0093484556250774,-2.122729669032342,8,0
25,-70483.61700691032,-14873.47284670401,1696.2656939383799,-105.99390973383792,112.0570624318362,106.44761505874581,-23.530275538955664,-20.65464748371715,8,0
26,-70393.8116261651,32046.938326380685,30021.213268030442,-11.789941184947235,54.67014956324551,123.61508535250697,-30.640104877808227,42.42250956278613,8,0
27,-63504.83499868918,-14082.536571139603,2486.9915616025078,38.87135491420428,132.49312358623857,-86.21675852855978,-0.1987612472795144,83.09167929631548,8,0
28,-63887.5126552288,-12352.89570125939,4238.591595773635,-50.965406286911346,38.31678161320053,-35.39047684292393,14.405618681294166,-148.17026458067397,8,0
29,-59509.06717848681,-11996.491121123798,4593.244405645297,139.62368806640353,79.19190335340653,-2.3588148999633134,-0.6965173998672739,61.871558149007704,8,0
30,-67486.43088629967,-18208.47520449626,-1684.3801164363695,-119.70868788060491,-6.781617635626665,-44.79968560299984,6.795227569984564,1.0519288753432567,8,0
31,-68867.20080953384,-2899.462700641421,13816.807714965755,-102.85197177725402,53.53896333684591,15.90064375432389,-0.675958355196845,-12.307583723912087,8,0
32,-70078.40822648996,-19517.10797437486,-3006.0683036062,146.2096127500218,45.2954502714435,23.112180758332954,0.49774963196221533,35.198910502255906,8,0
33,-70596.87056862374,-17288.105234009978,-748.6265338437242,147.00753632653843,68.75351960371076,89.17094986092472,-7.324330955335528,5.670872162706411,8,0
34,-63655.86048509786,-21151.42422908603,-4669.404559987603,44.1811627771447,85.47037407196736,89.09211125153017,-16.92703714011896,70.61544773354802,8,0
35,-51049.6509993839,-16754.2598871272,-235.21430106984337,-2.262319611343247,37.94846567825687,-53.17192899805328,18.693004936743154,68.89209283182151,8,0
36,-70176.93715391826,-15131.263337555742,-1781.6975620741644,36.243259800135036,-136.6326236920263,-0.6904537532226368,-0.7060493310885069,-15.305869640387742,8,0
