,0,1,2,3,4,5,6,7,outlier
0,-70530.90949249087,-19838.163006578445,-3330.3426263852143,102.88434224793616,-49.301915282085915,79.6044079257198,-0.27887684564719045,2.8634727815958065,0
1,-64282.31838393112,-21495.356396706167,-5016.707653426818,-13.666708262009239,6.842543844183671,35.69149467840441,16.752037486810995,-45.09667062516912,0
2,-69769.22595137011,-18341.082787428615,-1815.8508178397706,37.971433585468986,147.2105394810953,-33.470366004600606,7.5839358092889295,-47.065707085299735,0
3,14770594.479408203,5534.148070732815,1623.6696633652666,-52.12791417839463,127.22740225618642,226.82671063725374,1539.2996322286756,-3.711065053564566,0
4,-69949.88929507678,-17871.317008459882,-2122.3661648686666,32.015800258338345,-68.02134624264295,-4.9891054948546465,16.540610692754985,59.9162540964589,0
5,-70493.76441277673,-11559.120066720949,5050.918195782493,172.61734082332114,-11.521158685843872,-113.53028751283385,3.9005993701546022,-0.7174961537788356,0
6,9428595.731672352,-1188.123368011292,2280.3480848295158,40.53925525770628,-75.02441674606229,-0.6831480042179106,-1027.0277430474225,-1.6891738585251894,0
7,-70480.98929763358,-19786.080962820113,-3277.573689227407,-41.34719099609977,-41.53602246787386,162.0235500164126,-19.251102179559265,-48.98914762008555,0
8,-63968.74376306551,-20568.62558938683,-4078.776863955813,-106.2647491068243,32.82902381137077,102.16748300481213,6.227602593008149,-15.968280705289187,0
9,-64840.75309186396,-16057.064061353394,490.14938058067685,-110.31477835032285,-56.4997608019339,-12.187272987694676,26.877099464472987,12.76077549233558,0
10,95578.55806023085,-14176.212484990736,2170.1458728341227,-68.00549490973111,50.63609350455525,-22.448191044900074,1.526028718545716,59.8233897305413,0
11,-70282.65737530062,-14202.633531918671,2374.7691460367405,100.0061999324704,118.32654070342055,132.6473878592389,-16.939573946276894,-41.9855614868499,0
12,-68789.5046279896,-8760.549404287918,1082.2062120885043,-142.5719125222792,43.4449632249671,-13.342943790830942,10.308180693588646,31.90000868284491,0
13,-65325.14143564585,-19035.03818870182,-2524.3788681074825,-40.7509152993249,-129.71239904781032,93.95853211976427,-1.7312626558215687,24.637093359679866,0
14,-67042.04840598268,-12607.834572074378,3202.344829963611,-22.8683871828097,90.04162982807024,37.00594483728683,10.610513193403325,-77.9199954657336,0
15,-70597.51640141112,-16871.513925110634,-326.66553953090647,43.809332064201136,57.593353637495994,-78.80926815358742,5.132774327186557,98.80704989876791,0
16,-69950.34436596258,-4739.4389204059435,11955.566660509952,-132.86312258006978,1.6902288390866929,-80.76006862930498,13.693659864912192,35.45006828508051,0
17,-60315.24097165156,-11236.5326418884,5363.931853003829,-96.67383063514637,-50.46926641021781,40.520619826322836,-6.626412821169868,-45.00809818385595,0
18,-67682.6017734794,-14870.725278617787,1694.9711273919493,-117.50079263612194,10.225276569613161,-38.39476848933626,13.157369474268435,-25.25887543733927,0
19,-64179.81744657107,-12161.403084666243,4432.949905238485,-48.38027309962041,-112.81713163869014,-78.99950300833677,3.390746937692772,62.37112763063931,0
20,-70368.52112588409,-11069.400232917462,5547.295653419042,-5.825700440554853,-0.49389594835845657,-54.560428792956074,6.823475906104126,49.170508531275566,0
21,-30673.291073098284,-233.34085045167825,16462.185281578288,209.62582739901052,6.807063507671114,83.14993484184717,-6.441636415526791,33.28823832370986,0
22,-70436.99128144428,63338.234903171695,-886.2380247364194,9.690056070160093,-74.37598997415783,-56.98079368834576,17.642718743893496,139.32830467264674,0
23,-70549.28102693267,-11870.094591247913,4736.843958867332,-15.68417393573651,105.45951663602348,73.26624469149375,-11.462471938737867,-53.05965917650023,0
24,-67850.33132893073,-19591.543817393147,-2567.746349563583,-75.16625558572032,-41.38644298502784,-47.20509137722167,3.0093484556249854,-2.1227296690326023,0
25,-70483.61700691051,-14873.472846703973,1696.2656939383703,-105.99390973383791,112.05706243183718,106.44761505874473,-23.53027553895683,-20.654647483717117,0
26,-70393.81162616563,32046.938326380638,30021.213268030413,-11.789941184947386,54.67014956324689,123.61508535250665,-30.640104877807662,42.42250956278763,0
27,-63504.834998689,-14082.536571139575,2486.991561602501,38.871354914204616,132.49312358623737,-86.21675852856116,-0.19876124727801875,83.09167929631558,0
28,-63887.51265522891,-12352.895701259376,4238.591595773634,-50.96540628691107,38.31678161319997,-35.39047684292424,14.405618681291788,-148.17026458067483,0
29,-59509.06717848677,-11996.491121123772,4593.244405645291,139.62368806640362,79.1919033534064,-2.35881489996389,-0.6965173998655498,61.87155814900781,0
30,-67486.43088629952,-18208.475204496226,-1684.38011643636,-119.70868788060477,-6.781617635627063,-44.79968560299981,6.795227569984966,1.051928875342989,0
31,-68867.20080953396,-2899.4627006414107,13816.807714965753,-102.85197177725388,53.53896333684602,15.900643754323344,-0.6759583551973918,-12.307583723912348,0
32,-70078.40822649006,-19517.107974374823,-3006.068303606195,146.2096127500219,45.295450271443684,23.112180758332617,0.49774963196294203,35.19891050225572,0
33,-70596.87056862385,-17288.10523400993,-748.6265338437252,147.00753632653846,68.75351960371137,89.1709498609241,-7.324330955335774,5.670872162705886,0
34,-63655.86048509806,-21151.424229086,-4669.404559987597,44.18116277714466,85.47037407196824,89.09211125152952,-16.92703714011788,70.61544773354845,0
35,-51049.650999384416,-16754.259887127184,-235.21430106983217,-2.262319611343208,37.94846567825681,-53.17192899805294,18.6930049367465,68.89209283182198,0
36,-70176.93715391876,-15131.263337555734,-1781.6975620741414,36.24325980013484,-136.63262369202582,-0.6904537532208257,-0.7060493310874059,-15.305869640386716,0
37,-64410.58696303103,-5869.521177862138,10803.332028661942,-43.783444997385516,-106.68378074097697,-86.72116371396623,4.419790752064221,59.42830980709386,0
38,-70390.06578680968,-21024.78176197222,-4532.0925932915525,50.624267823641034,-40.043640629921654,-30.32463468211263,-9.973500916831018,95.20412291199895,0
39,-65142.45145406176,-8532.019075546337,8109.152282808373,-131.0959638820037,-75.12895474711736,-90.75429778599215,16.30698741898013,45.60766390103499,0
40,-65301.581734121835,-14882.77094927269,1679.7610982319006,-96.57486969984303,-104.07627136269403,40.997457021576174,21.495508805735643,23.231357478816335,0
41,-70246.35758675175,-12463.439212613199,4135.91609873831,-127.89620360309365,-86.13582219840742,-42.84720200116889,2.849277466737653,30.012185485111974,0
42,-70484.08725165938,-14571.0296191534,2001.8574172256451,-10.933810943830636,-119.34160728082178,-4.102513244497789,2.9121014446279236,-168.94111974320666,0
43,-67784.38322264615,-18883.527414245364,-2367.3710099327695,-116.14026538495499,63.860318005721616,39.707092785572094,-7.436859714115219,-5.265488466577437,0
44,-62289.90959079095,-13389.714826808313,3186.405281686622,96.3495728201131,-83.3839558985857,-72.58177800878748,4.330482751082096,32.891137897567916,0
45,-60005.0942734178,-13908.169426903876,2659.07701992433,-115.33528322624662,-34.450003003954556,-98.40695898696222,20.345883059452518,105.2948353443846,0
46,-65072.298152937234,-21511.27831443045,-5031.671120547721,-78.49861468416546,145.3516629272131,13.642595522573103,-11.347525129525923,44.085807133267025,0
47,-65149.616711946444,-20018.016981594203,-3520.0903508093925,101.90657233722432,-30.762765409190525,-99.91801358741725,30.523860394645105,1.6268491580070283,0
48,-60941.52571651559,-11056.99230975161,5546.687088137361,-5.783146898177193,-0.5295942125803926,-54.66943471308473,7.366781240602101,49.597764701504175,0
