0,1,2,3,4,5,6,7,cluster
-70530.90949249052,-19838.163006578532,-3330.34262638522,102.88434224793791,-49.30191528207465,79.60440792572842,-0.27887684563878784,2.8634727816289516,3
-64282.31838393111,-21495.35639670627,-5016.707653427012,-13.666708262010998,6.8425438441837905,35.69149467840577,16.75203748681232,-45.09667062517053,3
-69769.22595137036,-18341.082787428662,-1815.8508178397594,37.97143358546575,147.21053948109392,-33.47036600459984,7.583935809288916,-47.06570708529746,3
14770594.479408188,5534.148070732786,1623.66966336527,-52.127914178398804,127.22740225618105,226.82671063723072,1539.2996322286745,-3.711065053539748,9
-69949.88929507678,-17871.317008459937,-2122.366164868655,32.015800258339176,-68.021346242644,-4.989105494855746,16.54061069275454,59.91625409646116,3
-70493.7644127766,-11559.120066720981,5050.918195782499,172.6173408233209,-11.521158685840147,-113.53028751283465,3.900599370154472,-0.7174961537756261,3
9428595.73167235,-1188.123368011303,2280.348084829517,40.539255257708895,-75.02441674606028,-0.6831480042072515,-1027.027743047419,-1.6891738585431675,5
-70480.98929763385,-19786.080962820182,-3277.5736892274017,-41.34719099609946,-41.53602246787569,162.02355001641098,-19.251102179555833,-48.989147620085234,3
-63968.74376306583,-20568.62558938688,-4078.7768639558135,-106.26474910682451,32.8290238113693,102.16748300481179,6.2276025930096015,-15.96828070528875,3
-64840.75309186391,-16057.06406135344,490.1493805806819,-110.31477835032257,-56.499760801934315,-12.18727298769533,26.87709946447194,12.76077549233599,3
95578.55806023061,-14176.21248499078,2170.145872834131,-68.00549490973151,50.63609350455503,-22.448191044899627,1.5260287185442638,59.82338973054114,1
-70282.65737530116,-14202.633531918704,2374.7691460367478,100.00619993246953,118.32654070341972,132.64738785923979,-16.93957394627483,-41.98556148685022,3
-68789.50462798978,-8760.549404287953,1082.2062120885107,-142.57191252227955,43.444963224966514,-13.342943790830697,10.308180693587524,31.90000868284503,3
-65325.14143564574,-19035.038188701874,-2524.3788681074784,-40.75091529932405,-129.71239904781106,93.958532119763,-1.7312626558204285,24.637093359679913,3
-67042.04840598292,-12607.83457207442,3202.344829963619,-22.86838718281038,90.04162982806966,37.00594483728738,10.610513193404612,-77.9199954657332,3
-70597.51640141115,-16871.513925110674,-326.6655395309018,43.809332064200625,57.59335363749673,-78.80926815358679,5.132774327183877,98.80704989876784,3
-69950.34436596258,-4739.438920405971,11955.566660509969,-132.8631225800698,1.6902288390867302,-80.76006862930481,13.693659864910071,35.45006828508067,3
-60315.240971651496,-11236.532641888427,5363.93185300382,-96.67383063514593,-50.46926641021853,40.52061982632234,-6.626412821168277,-45.00809818385603,3
-67682.60177347953,-14870.725278617834,1694.9711273919568,-117.50079263612196,10.225276569612948,-38.394768489336144,13.157369474268329,-25.258875437339025,3
-64179.81744657075,-12161.403084666283,4432.9499052384845,-48.38027309961965,-112.81713163868949,-78.99950300833746,3.39074693769135,62.371127630639236,3
-70368.52112588412,-11069.400232917495,5547.295653419037,-5.825700440554864,-0.49389594835803735,-54.56042879295585,6.823475906102121,49.1705085312753,3
-30673.29107309817,-233.34085045168786,16462.18528157828,209.62582739901035,6.807063507671279,83.1499348418471,-6.441636415526176,33.28823832370968,1
-70436.991281444,63338.23490317186,-886.2380247363909,9.690056070160548,-74.37598997415726,-56.98079368834634,17.64271874389038,139.32830467264662,2
-70549.28102693304,-11870.094591247966,4736.843958867355,-15.68417393573729,105.45951663602274,73.26624469149455,-11.462471938736055,-53.05965917649995,3
-67850.33132893057,-19591.543817393205,-2567.746349563592,-75.16625558572007,-41.38644298502773,-47.20509137722186,3.0093484556245587,-2.1227296690324655,3
-70483.617006911,-14873.472846704026,1696.2656939383892,-105.99390973383863,112.05706243183563,106.44761505874555,-23.53027553895543,-20.654647483717422,3
-70393.81162616596,32046.938326380718,30021.213268030413,-11.789941184947738,54.67014956324572,123.61508535250701,-30.64010487780654,42.422509562786765,2
-63504.834998688944,-14082.536571139606,2486.991561602503,38.87135491420358,132.49312358623808,-86.21675852856,-0.19876124728022565,83.09167929631533,3
-63887.51265522864,-12352.895701259395,4238.591595773632,-50.965406286911424,38.31678161319996,-35.390476842923796,14.405618681293303,-148.17026458067423,3
-59509.06717848694,-11996.491121123803,4593.244405645301,139.62368806640296,79.19190335340694,-2.3588148999632197,-0.696517399866565,61.871558149007484,3
-67486.43088629942,-18208.475204496273,-1684.3801164363576,-119.70868788060473,-6.781617635627261,-44.79968560299981,6.795227569983999,1.051928875343151,3
-68867.20080953388,-2899.4627006414266,13816.807714965738,-102.85197177725425,53.5389633368453,15.9006437543237,-0.6759583551973163,-12.307583723912234,3
-70078.40822649004,-19517.107974374867,-3006.0683036061955,146.2096127500215,45.29545027144403,23.112180758332894,0.49774963196256816,35.19891050225563,3
-70596.87056862398,-17288.10523400998,-748.6265338437236,147.00753632653783,68.75351960371123,89.1709498609245,-7.324330955334831,5.670872162705863,3
-63655.860485098194,-21151.424229086035,-4669.404559987596,44.18116277714398,85.47037407196761,89.09211125153008,-16.927037140118056,70.61544773354787,3
-51049.65099938452,-16754.25988712721,-235.21430106983505,-2.2623196113434814,37.94846567825703,-53.17192899805268,18.69300493674402,68.8920928318216,3
-70176.93715391838,-15131.263337555742,-1781.697562074162,36.243259800135796,-136.63262369202553,-0.6904537532217956,-0.706049331087098,-15.305869640387236,3
-64410.586963030626,-5869.521177862169,10803.332028661938,-43.78344499738484,-106.68378074097626,-86.72116371396696,4.419790752062854,59.42830980709389,3
-70390.06578680969,-21024.781761972266,-4532.092593291546,50.6242678236413,-40.043640629921086,-30.324634682112844,-9.973500916832142,95.2041229119983,3
-65142.451454061455,-8532.019075546368,8109.152282808363,-131.09596388200322,-75.12895474711713,-90.75429778599253,16.30698741897763,45.60766390103521,3
-65301.5817341217,-14882.770949272734,1679.7610982319045,-96.57486969984237,-104.07627136269483,40.997457021575016,21.495508805735007,23.23135747881665,3
-70246.35758675146,-12463.439212613219,4135.91609873831,-127.89620360309303,-86.1358221984076,-42.84720200116948,2.849277466736313,30.01218548511186,3
-70484.08725165906,-14571.029619153434,2001.8574172256556,-10.93381094382983,-119.34160728082168,-4.102513244498511,2.9121014446309794,-168.94111974320617,3
-67784.3832226463,-18883.52741424542,-2367.371009932771,-116.14026538495555,63.86031800572071,39.70709278557253,-7.4368597141150135,-5.265488466577535,3
-62289.90959079061,-13389.71482680835,3186.4052816866247,96.34957282011361,-83.38395589858456,-72.58177800878802,4.3304827510814805,32.8911378975678,3
-60005.09427341736,-13908.169426903922,2659.0770199243257,-115.33528322624653,-34.45000300395423,-98.40695898696255,20.34588305944931,105.29483534438495,3
-65072.29815293737,-21511.278314430496,-5031.671120547714,-78.49861468416654,145.35166292721257,13.64259552257416,-11.347525129526316,44.08580713326678,3
-65149.61671194591,-20018.016981594254,-3520.0903508093934,101.90657233722428,-30.762765409189306,-99.91801358741746,30.523860394643734,1.6268491580076199,3
-60941.525716515556,-11056.992309751642,5546.687088137357,-5.783146898177221,-0.5295942125800047,-54.66943471308452,7.3667812406000746,49.59776470150377,3
14855.308623896475,-17960.64670505979,-1548.495366968266,-120.31461060985865,12.0083775382101,-42.58450146578521,5.230505459524611,1.9795642163271818,1
-62330.91446012318,-14672.472385835283,1888.3406533152875,87.58639401069381,-21.941470374554346,68.24003187668248,2.348212016129829,152.29186593657568,3
-59928.893265994986,-11461.67453390997,5135.622473243374,11.462001723951527,-77.79650144495847,-65.4975418114606,17.767701863900566,89.07933038693429,3
-70481.63506339706,-16150.146965137094,403.4212574395436,-105.74756656307628,44.417165144713735,67.41902055411607,-28.10403856743488,-57.856805074048424,3
-70331.24860885761,-11245.522033173627,5368.426425728046,39.57058749463307,-19.76201843701834,-78.71241624390186,-0.04892832334391293,-40.85027383186073,3
-70192.89502217941,29763.76405242043,34975.040289553806,88.43230943165275,-75.99189238192962,-107.31106764773486,9.94076809910577,27.42478223889108,2
-67710.1705851737,-15139.849965142072,1422.546117515615,-106.8993434635937,-47.91436341180068,16.50526012516008,26.363081987087252,-24.09620866334476,3
-70035.84974465412,-21164.2448605826,-4673.859105958733,132.4953685277993,119.8649946859696,-74.14262558744097,0.7035452232308524,50.87907676523737,3
-60918.9642035123,-12056.9670996171,4534.292828568959,21.44333142428189,58.72307261812021,28.646180619935997,7.294595513663053,85.81504462372916,3
-65258.01200637413,-19122.0719396829,-2613.0514491758713,177.08278317536278,34.62674862798597,12.66899915499282,5.937887757292771,-23.19821408162587,3
-64778.01042336349,-19120.8266342986,-2612.07620625575,-37.8596767066794,44.52388609071012,-78.04454765333706,6.047555376513518,37.265744061490565,3
-70197.9149438986,-17855.55383834066,-2106.0339505926827,46.57895657309103,-40.34634743455816,-94.36393022337508,17.05545930174808,187.54756817800435,3
-69461.96063909924,-19159.17575805258,-2644.715493144916,104.74383459009348,-59.81322855502193,-107.07060378377543,21.260844487829566,-20.60781272385772,3
