,0,1,2,3,4,5,6,7,cluster,outlier
0,-29811.75391794853,-43472.683266795255,8522.097379903682,-4134.582128665281,-14.297899756413571,12.569407739947334,47.75972627611622,-159.04220993021096,8,0
1,-22350.964992980167,-41068.917149969355,6126.734679744798,-4176.207319030265,-6.046110468353757,-56.55249678562097,-42.77188363471982,51.156809125565914,8,0
2,-29857.52044059379,-38173.55558814726,3209.950258952259,-4230.090633756272,-17.252119688582553,-38.06657596035948,82.95441470702515,66.24125961016162,8,0
3,-27790.71921719094,-44249.07737033305,9304.281279858404,-4116.934653664563,0.547343919498297,33.93488942033754,-15.16243581341562,13.663274854353736,8,0
4,-28866.628088997444,-44288.22308444446,9341.449146501118,-4115.435789259861,-8.690660403619564,33.92504592001384,-15.291842046457862,13.283344265623196,8,0
5,-23952.301726108355,19268.927966336865,-8222.132737289205,-4949.090283366922,-13.176223886015025,24.89944976073488,-15.550792287038979,95.2543042193159,0,1
6,-21294.326312771707,32963.59543393784,3479.5414985929337,-5016.205541463609,56.52068370119597,1.5003863958021115,70.71419862017818,33.410247853449285,0,1
7,-26601.63649894762,-43120.01965346574,8174.678874687579,-4133.554290465142,16.093610649177624,103.93824804916083,-91.14644446030371,3.3021653537113735,8,0
8,-16517.1644943182,-48673.10698764343,13761.09664601431,-4028.9576149259665,33.856547142953076,117.08400501233223,70.26961610565343,-24.198556642774275,8,0
9,-24474.141142336994,-39065.865476094725,4114.771494855798,-4205.652484641939,42.58420239378645,9.230064016851417,-31.830371422331527,98.4411197584511,8,0
10,-25163.422714893917,-27807.34273977601,-7172.593903839919,-4411.834012124284,-6.260150141522356,46.63276998681668,39.2671738807737,132.12730209222437,8,0
11,-1037.6712633340235,-39572.84522042089,4668.373727507948,-4190.559052220886,141.82718118742292,139.8420870685186,14.672253274985646,37.900640078009204,8,0
12,-23754.74710967672,-5577.960932096288,-22215.419591647395,-4766.063043419774,-12.627616894256846,54.04021158296243,113.29728322956645,-19.2681317308836,0,1
13,-26733.586491867278,-40063.24673798579,5110.156587921268,-4183.803583065934,4.944311833963987,89.95275975613302,-82.83782853612094,-14.045640725081501,8,0
14,-3490.5203758284065,2053.9900821876217,-27915.6556371063,-4888.006853744485,461.0215077981363,6.108171085427092,11.801407356331929,46.05059275434284,0,1
15,-29435.027774680362,-43752.64614802275,8803.591520319373,-4114.313513568833,-15.562272147929736,-107.96657312006828,104.74474087090498,-56.95688026231134,8,0
16,-15441.077219744258,-36763.70315131966,1824.4807335460728,-4239.378492584834,60.38979450158014,145.89676195345788,-33.200255736263536,53.71756208851745,8,0
17,-29093.128758897426,-37936.50955469693,2973.7262879530604,-4219.100238611107,-8.66455600225924,77.90062228724487,-15.815109367385729,-65.71319726476692,8,0
18,-25530.465273935206,-31258.491344318165,-3713.7204884925522,-4340.042056343249,-12.579511658358864,40.66722789623995,-7.174758401412472,12.096575903883997,8,0
19,-26175.99693769354,-48828.99214505708,13384.648041012204,-4020.0788374368453,-7.947001860843448,-67.14057344596353,61.6463107191768,118.9686208985656,8,0
20,-28538.21481386836,-39443.63133205665,4485.644078688835,-4188.37948040615,-11.961107698746211,150.79222679469973,-56.87398783677744,54.2434997258612,8,0
21,-28086.21669506484,-39441.89040465318,4484.776972398826,-4187.308772368345,-10.28238281173607,150.82523728437093,-56.82803950316568,54.288278283901086,8,0
22,-25206.00715825498,-33355.17107513067,-1611.2919112734783,-4297.771975201989,4.071946143688578,124.11412822030505,-19.438247053188565,19.535921145808185,8,0
23,-28169.11639491123,-45251.11522807716,10308.174419827254,-4078.8270861788274,6.731331209991649,131.06613202316524,28.909244238296118,20.081727871818785,8,0
24,-24617.029309336023,-36047.05245440118,1088.5311118484121,-4246.1557965969805,-18.875125812221512,-62.51751402338933,198.44107129079543,-14.662208190710896,8,0
25,24629.933220686842,-44817.881972243136,9976.131619409778,-4074.643399119992,-8.113009576146473,76.07327629500872,100.23614911543964,11.854881833857618,8,0
26,4957.3738945118885,-47254.37444985861,12380.4042150912,-4033.580322369636,244.91965144309842,149.56600376718188,40.34176750739607,53.31779943511958,8,0
